Code,Sex,BirthDay,BirthMonth,BirthYear,Expr1005,BirthWt,MumCode,MumAge,DaysFrom1May,MotherStatus
ABA14,2,13,6,2014,HIA09,6.240000191,HIA09,5,43,Naive
ABA16,1,24,5,2016,HIA09,5.379999905,HIA09,7,23,True yeld
ABA17,1,29,5,2017,HIA09,4.680000095,HIA09,8,28,Milk
ABA19,2,24,5,2019,HIA09,5.38,HIA09,10,23,True yeld
ABA20,2,26,5,2020,HIA09,6.109999809,HIA09,11,25,Milk
ABA21,1,27,5,2021,HIA09,5.419999905,HIA09,12,26,Winter yeld
ABA22,2,8,6,2022,HIA09,5.275,HIA09,13,38,Winter yeld
ABA23,1,10,6,2023,HIA09,5.225000191,HIA09,14,40,Winter yeld
ABS04,1,6,7,2004,IVO99,6.820000095,IVO99,5,66,Naive
ABS06,1,11,6,2006,IVO99,6.839999809,IVO99,7,41,True yeld
ABS08,2,30,5,2008,IVO99,5.780000191,IVO99,9,29,True yeld
ABS11,1,25,8,2011,IVO99,6.580000191,IVO99,12,116,True yeld
ABS14,2,26,5,2014,IVO99,8.039999619,IVO99,15,25,Summer yeld
ACA10,2,6,6,2010,GKG07,6.955,GKG07,3,36,Naive
ACO23,2,29,5,2023,PUE18,5.180000095,PUE18,5,28,True yeld
ADI20,2,4,6,2020,QTZ16,4.739999905,QTZ16,4,34,Naive
ADI21,1,26,6,2021,QTZ16,5.979999809,QTZ16,5,56,Winter yeld
ADI23,1,26,5,2023,QTZ16,5.940000191,QTZ16,7,25,True yeld
ADZ80,1,10,7,1980,MOY74,4.979999809,MOY74,6,70,Milk
ADZ81,1,1,6,1981,MOY74,7.519999809,MOY74,7,31,Summer yeld
AGO20,2,28,5,2020,CPY16,6.070000095,CPY16,4,27,Naive
AGO21,1,4,6,2021,CPY16,6.355000095,CPY16,5,34,Winter yeld
AGO22,2,11,6,2022,CPY16,7.455,CPY16,6,41,Winter yeld
AGO23,2,8,6,2023,CPY16,6.455,CPY16,7,38,Winter yeld
ALB91,1,6,6,1991,FUL87,5.600000095,FUL87,4,36,Naive
ALB92,2,7,6,1992,FUL87,5.039999905,FUL87,5,37,Winter yeld
ALB93,1,21,6,1993,FUL87,7.710000191,FUL87,6,51,Summer yeld
ALB94,1,6,6,1994,FUL87,6.895,FUL87,7,36,Milk
ALB95,2,7,6,1995,FUL87,8.455,FUL87,8,37,Milk
ALB97,2,11,6,1997,FUL87,7.524999905,FUL87,10,41,True yeld
ALC89,1,6,6,1989,OCC85,6.680000095,OCC85,4,36,Naive
ALC91,2,4,6,1991,OCC85,7.84,OCC85,6,34,True yeld
ALD01,1,4,6,2001,SUR87,7.120000191,SUR87,14,34,True yeld
ALD03,1,8,6,2003,SUR87,6.395,SUR87,16,38,True yeld
ALD06,1,30,7,2006,SUR87,8.080000191,SUR87,19,90,True yeld
ALD91,1,30,5,1991,SUR87,6.094999809,SUR87,4,29,Naive
ALD93,2,7,6,1993,SUR87,7.340000095,SUR87,6,37,True yeld
ALD94,1,29,5,1994,SUR87,6.280000095,SUR87,7,28,Milk
ALD95,1,8,6,1995,SUR87,6.35,SUR87,8,38,Milk
ALD96,2,18,6,1996,SUR87,7.419999905,SUR87,9,48,Milk
ALD98,1,24,5,1998,SUR87,6.540000095,SUR87,11,23,True yeld
ALD99,2,4,6,1999,SUR87,7.225000191,SUR87,12,34,Milk
ALI13,2,26,5,2013,EMB08,7.479999905,EMB08,5,25,Naive
ALL11,1,29,5,2011,PUF06,5.019999905,PUF06,5,28,Naive
ALL13,1,6,6,2013,PUF06,4.474999809,PUF06,7,36,Milk
ALL15,2,13,6,2015,PUF06,4.929999809,PUF06,9,43,True yeld
ALL16,2,30,5,2016,PUF06,5.339999809,PUF06,10,29,Milk
ALL17,1,31,5,2017,PUF06,5.379999905,PUF06,11,30,Winter yeld
ALL18,1,7,6,2018,PUF06,4.624999809,PUF06,12,37,Milk
ALL19,1,23,5,2019,PUF06,6.440000191,PUF06,13,22,Summer yeld
ALL20,2,4,6,2020,PUF06,6.240000191,PUF06,14,34,Milk
ALL21,2,13,7,2021,PUF06,6.320000095,PUF06,15,73,Winter yeld
ALL23,1,31,5,2023,PUF06,5.509999905,PUF06,17,30,True yeld
ALO18,2,11,6,2018,CRX14,6.195000191,CRX14,4,41,Naive
ALO20,2,27,5,2020,CRX14,7.810000095,CRX14,6,26,True yeld
ALO22,1,30,5,2022,CRX14,8.14,CRX14,8,29,True yeld
ALO23,1,31,5,2023,CRX14,7.759999809,CRX14,9,30,Milk
AMC16,2,28,5,2016,USS12,6.7,USS12,4,27,Naive
AMC18,1,4,6,2018,USS12,5.839999809,USS12,6,34,True yeld
AMC21,2,29,5,2021,USS12,7.380000381,USS12,9,28,Summer yeld
AME12,2,1,6,2012,OPA08,5.91,OPA08,4,31,Naive
AME13,2,27,5,2013,OPA08,5.680000095,OPA08,5,26,Summer yeld
AME15,1,23,5,2015,OPA08,4.900000095,OPA08,7,22,True yeld
AME16,2,25,6,2016,OPA08,6.38,OPA08,8,55,Milk
AME18,2,3,6,2018,OPA08,5.739999905,OPA08,10,33,True yeld
AME20,1,25,5,2020,OPA08,5.974999809,OPA08,12,24,True yeld
AME22,1,11,6,2022,OPA08,4.839999809,OPA08,14,41,True yeld
AME23,1,30,5,2023,OPA08,5.64,OPA08,15,29,Summer yeld
AML16,1,6,6,2016,DAW12,5.874999905,DAW12,4,36,Naive
AML20,1,26,5,2020,DAW12,7.040000095,DAW12,8,25,True yeld
AML22,1,12,6,2022,DAW12,6.2,DAW12,10,42,True yeld
AND02,2,14,6,2002,ARI99,6.519999809,ARI99,3,44,Naive
ANK86,2,13,6,1986,KIL82,5.320000095,KIL82,4,43,Naive
ANK87,2,13,6,1987,KIL82,6.140000191,KIL82,5,43,Winter yeld
ANK89,1,4,6,1989,KIL82,7.009999905,KIL82,7,34,True yeld
ANK90,1,27,5,1990,KIL82,8.380000381,KIL82,8,26,Milk
ANK91,1,26,5,1991,KIL82,5.91,KIL82,9,25,Milk
ANK92,1,29,5,1992,KIL82,5.64,KIL82,10,28,Milk
ANM02,1,3,6,2002,BAC98,6.23,BAC98,4,33,Naive
ANM03,1,11,6,2003,BAC98,6.580000191,BAC98,5,41,Milk
ANM04,2,2,6,2004,BAC98,6.180000191,BAC98,6,32,Milk
ANM06,1,26,5,2006,BAC98,6.860000095,BAC98,8,25,True yeld
ANT00,2,27,5,2000,COQ94,7.380000381,COQ94,6,26,True yeld
APA04,2,2,6,2004,SEQ99,6.28,SEQ99,5,32,Naive
APA05,1,16,6,2005,SEQ99,3.88,SEQ99,6,46,Winter yeld
APA07,2,31,5,2007,SEQ99,6.120000191,SEQ99,8,30,True yeld
APA08,1,18,6,2008,SEQ99,7.14,SEQ99,9,48,Milk
APA10,1,4,6,2010,SEQ99,5.579999809,SEQ99,11,34,True yeld
APA12,2,26,5,2012,SEQ99,7.295000095,SEQ99,13,25,True yeld
APA13,1,16,6,2013,SEQ99,2.479999905,SEQ99,14,46,Milk
APG22,2,3,6,2022,VEC17,6.839999809,VEC17,5,33,Naive
APH90,2,3,6,1990,THO86,6.860000095,THO86,4,33,Naive
APH91,1,27,5,1991,THO86,7.220000191,THO86,5,26,Summer yeld
APH93,1,17,6,1993,THO86,7.539999905,THO86,7,47,Summer yeld
APH94,1,2,6,1994,THO86,7.91,THO86,8,32,Milk
APH95,1,11,6,1995,THO86,6.620000191,THO86,9,41,Milk
APH96,1,8,6,1996,THO86,6.399999809,THO86,10,38,Milk
APH98,1,31,5,1998,THO86,8.740000381,THO86,12,30,True yeld
APH99,2,9,7,1999,THO86,8.2,THO86,13,69,Milk
APN87,2,29,6,1987,ASP78,5.974999809,ASP78,9,59,True yeld
APN89,1,13,6,1989,ASP78,6.42,ASP78,11,43,True yeld
APO15,1,28,7,2015,CHY12,,CHY12,3,88,Naive
AQU89,2,4,6,1989,COB80,8.12,COB80,9,34,True yeld
AQU91,1,3,6,1991,COB80,7.2,COB80,11,33,Milk
ARA06,2,1,6,2006,HED01,4.964999905,HED01,5,31,Summer yeld
ARA07,1,18,6,2007,HED01,3.925,HED01,6,48,Milk
ARA09,1,30,5,2009,HED01,6.254999905,HED01,8,29,True yeld
ARA10,1,9,6,2010,HED01,3.840000095,HED01,9,39,Milk
ARA11,1,7,6,2011,HED01,4.395,HED01,10,37,Winter yeld
ARA13,2,28,5,2013,HED01,5.225000191,HED01,12,27,True yeld
ARA15,1,26,5,2015,HED01,3.140000048,HED01,14,25,True yeld
ARB04,1,9,6,2004,COF01,4.780000095,COF01,3,39,Naive
ARB06,2,5,6,2006,COF01,6.580000191,COF01,5,35,True yeld
ARB11,1,31,5,2011,COF01,8.824999619,COF01,10,30,Summer yeld
ARB13,1,30,5,2013,COF01,6.29,COF01,12,29,True yeld
ARD02,2,24,6,2002,ALD98,6.38,ALD98,4,54,Naive
ARD04,2,12,6,2004,ALD98,6.479999905,ALD98,6,42,True yeld
ARE14,1,25,5,2014,PCN10,3.979999905,PCN10,4,24,Naive
ARE16,2,9,5,2016,PCN10,5.100000095,PCN10,6,8,True yeld
ARE17,1,29,5,2017,PCN10,5.755000191,PCN10,7,28,Milk
ARI01,1,1,6,2001,ATH87,7.78,ATH87,14,31,True yeld
ARI91,2,25,5,1991,ATH87,7.319999619,ATH87,4,24,Naive
ARI93,2,2,6,1993,ATH87,7.825000095,ATH87,6,32,True yeld
ARI97,1,7,6,1997,ATH87,8.48,ATH87,10,37,Milk
ARI99,1,24,5,1999,ATH87,7.14,ATH87,12,23,True yeld
ARN19,2,30,5,2019,GLR16,6.44,GLR16,3,29,Naive
ART00,2,25,5,2000,ARI96,7.14,ARI96,4,24,Summer yeld
ART99,2,4,6,1999,ARI96,6.220000191,ARI96,3,34,Naive
ASB09,1,22,5,2009,HOO05,5.91,HOO05,4,21,Naive
ASB10,1,2,6,2010,HOO05,5.05,HOO05,5,32,Winter yeld
ASB12,1,15,5,2012,HOO05,6.064999809,HOO05,7,14,True yeld
ASB13,1,22,5,2013,HOO05,6.260000191,HOO05,8,21,Summer yeld
ASB14,2,3,6,2014,HOO05,5.810000095,HOO05,9,33,Milk
ASB15,1,10,6,2015,HOO05,5.019999809,HOO05,10,40,Milk
ASB16,2,31,5,2016,HOO05,6.130000095,HOO05,11,30,Winter yeld
ASB18,1,3,6,2018,HOO05,4.650000191,HOO05,13,33,True yeld
ASP76,1,4,6,1976,TOR72,5.739999905,TOR72,4,34,Naive
ASP77,2,4,6,1977,TOR72,6.28,TOR72,5,34,Summer yeld
ASP78,1,3,7,1978,TOR72,4.78,TOR72,6,63,Milk
ASP82,2,19,6,1982,TOR72,5.85,TOR72,10,49,True yeld
ASP83,2,6,6,1983,TOR72,5.220000381,TOR72,11,36,Summer yeld
AST90,1,1,6,1990,GAL85,6.359999905,GAL85,5,31,Summer yeld
AST91,2,17,6,1991,GAL85,7.450000095,GAL85,6,47,Milk
AST93,2,7,6,1993,GAL85,6.039999905,GAL85,8,37,True yeld
AST94,1,4,6,1994,GAL85,6.940000191,GAL85,9,34,Winter yeld
AST95,2,13,6,1995,GAL85,5.440000191,GAL85,10,43,Winter yeld
ATH85,2,10,6,1985,THO81,5.100000095,THO81,4,40,Naive
ATH87,1,11,6,1987,THO81,6.360000191,THO81,6,41,True yeld
ATH89,1,2,7,1989,THO81,5.825000095,THO81,8,62,True yeld
ATH91,2,3,6,1991,THO81,5.82,THO81,10,33,True yeld
ATH94,2,4,7,1994,THO81,6.98,THO81,13,64,True yeld
AUK17,2,22,6,2017,ALL13,5.955,ALL13,4,52,Naive
AUK20,1,26,5,2020,ALL13,6.720000095,ALL13,7,25,True yeld
AUK22,1,4,6,2022,ALL13,6.054999905,ALL13,9,34,True yeld
AUK23,2,4,6,2023,ALL13,5.839999809,ALL13,10,34,Milk
AUR88,2,27,5,1988,CAN83,7.959999619,CAN83,5,26,Naive
AVO81,1,5,7,1981,UPT78,6.725000191,UPT78,3,65,Naive
AVO83,2,8,6,1983,UPT78,5.839999809,UPT78,5,38,Milk
AVO84,2,15,6,1984,UPT78,8.500000191,UPT78,6,45,Milk
AVO86,2,6,6,1986,UPT78,7.160000381,UPT78,8,36,Milk
AVO87,2,13,6,1987,UPT78,6.2,UPT78,9,43,Winter yeld
AVO88,1,1,6,1988,UPT78,5.259999809,UPT78,10,31,Milk
AVO90,1,2,6,1990,UPT78,5.42,UPT78,12,32,Milk
AVO92,2,24,6,1992,UPT78,5.14,UPT78,14,54,Winter yeld
AYE07,2,13,6,2007,MEE03,6.180000095,MEE03,4,43,Naive
AYE09,1,26,5,2009,MEE03,7.440000191,MEE03,6,25,True yeld
AYE10,1,15,6,2010,MEE03,5.42,MEE03,7,45,Milk
AYE12,1,18,5,2012,MEE03,8.039999619,MEE03,9,17,True yeld
AYE15,2,24,5,2015,MEE03,7.050000191,MEE03,12,23,True yeld
AYE16,2,8,7,2016,MEE03,8.580000191,MEE03,13,68,Milk
AZU05,1,5,6,2005,CRM01,3.659999809,CRM01,4,35,Naive
AZU07,1,19,5,2007,CRM01,5.680000095,CRM01,6,18,True yeld
AZU08,1,9,6,2008,CRM01,4.339999809,CRM01,7,39,Milk
AZU09,1,1,6,2009,CRM01,6.310000095,CRM01,8,31,Milk
AZU10,2,24,5,2010,CRM01,7.339999809,CRM01,9,23,Summer yeld
AZU13,1,24,5,2013,CRM01,7.319999619,CRM01,12,23,Milk
BAC03,2,3,6,2003,PTN93,5.325000095,PTN93,10,33,True yeld
BAC97,2,7,6,1997,PTN93,5.539999905,PTN93,4,37,Naive
BAC98,1,26,5,1998,PTN93,5.620000191,PTN93,5,25,Summer yeld
BAC99,2,26,7,1999,PTN93,5.019999809,PTN93,6,86,Milk
BAL15,1,13,6,2015,LUT12,2.450000095,LUT12,3,43,Naive
BAL17,1,11,6,2017,LUT12,6.540000095,LUT12,5,41,True yeld
BAN93,2,9,6,1993,FRE83,7.979999809,FRE83,10,39,Summer yeld
BAR75,2,3,6,1975,UPR71,6.959999619,UPR71,4,33,Naive
BAR76,2,7,6,1976,UPR71,6.925,UPR71,5,37,Milk
BAR77,2,4,6,1977,UPR71,6.440000191,UPR71,6,34,Milk
BAR78,2,5,6,1978,UPR71,7.839999809,UPR71,7,35,Milk
BAR79,1,7,6,1979,UPR71,6.340000095,UPR71,8,37,Milk
BAR80,1,5,6,1980,UPR71,6.919999905,UPR71,9,35,Milk
BAR81,2,5,6,1981,UPR71,7.28,UPR71,10,35,Milk
BAR82,2,10,6,1982,UPR71,7.875000381,UPR71,11,40,Milk
BAR83,1,14,6,1983,UPR71,6.339999809,UPR71,12,44,Milk
BAR84,1,28,6,1984,UPR71,6.540000095,UPR71,13,58,Milk
BAR85,2,13,6,1985,UPR71,7.32,UPR71,14,43,Milk
BAS19,1,1,6,2019,QTZ14,6.825000095,QTZ14,5,31,Naive
BAS20,2,28,5,2020,QTZ14,8.420000381,QTZ14,6,27,Summer yeld
BAS21,2,28,6,2021,QTZ14,6.94,QTZ14,7,58,Milk
BAU16,2,8,6,2016,MCD12,6.239999905,MCD12,4,38,Naive
BAU17,2,17,6,2017,MCD12,6.35,MCD12,5,47,Milk
BAU18,2,23,6,2018,MCD12,5.979999809,MCD12,6,53,Winter yeld
BAU20,1,16,5,2020,MCD12,6.564999809,MCD12,8,15,True yeld
BAU21,1,29,5,2021,MCD12,7.340000095,MCD12,9,28,Milk
BAU22,1,31,5,2022,MCD12,5.795000095,MCD12,10,30,Milk
BAU23,2,15,6,2023,MCD12,6.280000095,MCD12,11,45,Milk
BBA17,1,1,6,2017,SLA12,5.059999905,SLA12,5,31,Naive
BBA19,2,3,6,2019,SLA12,,SLA12,7,33,True yeld
BCA14,1,7,6,2014,CBS09,5.220000095,CBS09,5,37,Naive
BCA16,2,28,5,2016,CBS09,6.119999809,CBS09,7,27,Summer yeld
BCA17,2,7,6,2017,CBS09,4.365,CBS09,8,37,Milk
BCA19,2,30,5,2019,CBS09,6.94,CBS09,10,29,True yeld
BCA20,1,31,5,2020,CBS09,5.210000191,CBS09,11,30,Milk
BCA21,2,30,5,2021,CBS09,4.540000095,CBS09,12,29,Milk
BCA23,2,23,5,2023,CBS09,,CBS09,14,22,True yeld
BEA00,1,11,6,2000,MOO96,4.255000191,MOO96,4,41,Naive
BEA04,1,24,5,2004,MOO96,7.479999809,MOO96,8,23,True yeld
BEA05,1,25,5,2005,MOO96,7.580000191,MOO96,9,24,Summer yeld
BED12,2,29,5,2012,GYP07,6.710000191,GYP07,5,28,Naive
BED14,2,5,6,2014,GYP07,6.925,GYP07,7,35,True yeld
BED15,1,26,5,2015,GYP07,6.949999809,GYP07,8,25,Summer yeld
BED17,1,27,5,2017,GYP07,8.039999619,GYP07,10,26,True yeld
BEE88,2,15,6,1988,PET85,6.580000191,PET85,3,45,Naive
BEE89,2,6,6,1989,PET85,4.680000095,PET85,4,36,Summer yeld
BEE90,1,19,5,1990,PET85,6.419999905,PET85,5,18,Summer yeld
BEE91,1,5,6,1991,PET85,5.120000191,PET85,6,35,Milk
BEE94,1,3,6,1994,PET85,6.41,PET85,9,33,Milk
BEL08,2,1,6,2008,TIN02,6.839999809,TIN02,6,31,Naive
BET74,2,26,5,1974,BLT68,8.109999809,BLT68,6,25,Milk
BET75,2,23,5,1975,BLT68,8.56,BLT68,7,22,Summer yeld
BET76,2,7,6,1976,BLT68,7.220000191,BLT68,8,37,Milk
BET78,2,28,5,1978,BLT68,7.120000191,BLT68,10,27,True yeld
BET80,1,10,6,1980,BLT68,7.380000381,BLT68,12,40,True yeld
BGE20,2,26,5,2020,SHO16,7.180000095,SHO16,4,25,Naive
BGE22,1,19,5,2022,SHO16,6.539999905,SHO16,6,18,True yeld
BHN04,2,26,5,2004,MAS99,6.35,MAS99,5,25,Naive
BIE00,2,7,6,2000,CFI94,4.220000191,CFI94,6,37,Winter yeld
BIE01,1,17,6,2001,CFI94,5.91,CFI94,7,47,Winter yeld
BIE02,2,23,6,2002,CFI94,6.06,CFI94,8,53,Milk
BIE03,2,2,6,2003,CFI94,6.28,CFI94,9,32,Milk
BIE04,2,10,6,2004,CFI94,5.580000191,CFI94,10,40,Winter yeld
BIE06,1,7,6,2006,CFI94,5.860000095,CFI94,12,37,True yeld
BIE08,1,27,6,2008,CFI94,5.540000095,CFI94,14,57,True yeld
BIE97,1,15,6,1997,CFI94,4.149999905,CFI94,3,45,Naive
BIE99,2,31,5,1999,CFI94,4.940000191,CFI94,5,30,True yeld
BIG75,1,16,6,1975,BIGHE,7.119999809,BIGHE,7,46,Milk
BIG76,1,14,7,1976,BIGHE,8.899999809,BIGHE,8,74,Winter yeld
BIG78,2,6,6,1978,BIGHE,7.240000191,BIGHE,10,36,True yeld
BIG80,1,9,8,1980,BIGHE,6.800000381,BIGHE,12,100,True yeld
BIJ13,2,27,5,2013,OPA07,6.199999905,OPA07,6,26,Naive
BIJ16,1,31,5,2016,OPA07,7.259999809,OPA07,9,30,True yeld
BIL84,1,6,6,1984,WHO79,5.949999905,WHO79,5,36,Naive
BIL85,2,16,6,1985,WHO79,6.599999619,WHO79,6,46,Milk
BIS81,1,15,6,1981,CIN76,4.979999905,CIN76,5,45,Naive
BIS83,1,20,9,1983,CIN76,9.78,CIN76,7,142,True yeld
BIS84,2,24,6,1984,CIN76,7.260000191,CIN76,8,54,Summer yeld
BIT03,2,4,6,2003,SQU97,6.959999619,SQU97,6,34,True yeld
BLC76,1,2,7,1976,BLO72,4.775,BLO72,4,62,Naive
BLC77,1,6,6,1977,BLO72,7.455,BLO72,5,36,Summer yeld
BLC79,1,3,6,1979,BLO72,6.580000191,BLO72,7,33,True yeld
BLC80,2,8,6,1980,BLO72,7.479999809,BLO72,8,38,Summer yeld
BLC82,2,18,6,1982,BLO72,6.239999905,BLO72,10,48,Milk
BLF95,1,11,6,1995,BLUFF,5.28,BLUFF,,41,Naive
BLI19,1,5,6,2019,CBS15,5.940000191,CBS15,4,35,Naive
BLI20,1,4,6,2020,CBS15,5.795000095,CBS15,5,34,Winter yeld
BLI21,1,26,5,2021,CBS15,5.56,CBS15,6,25,Milk
BLO74,1,11,6,1974,BLOSS,6.080000191,BLOSS,7,41,Milk
BLO75,1,8,6,1975,BLOSS,7.119999809,BLOSS,8,38,Winter yeld
BLO77,2,3,6,1977,BLOSS,5.979999905,BLOSS,10,33,True yeld
BLO78,2,9,6,1978,BLOSS,7.41,BLOSS,11,39,Milk
BLO82,1,19,6,1982,BLOSS,5.180000095,BLOSS,15,49,True yeld
BLT75,1,24,5,1975,BLTLE,7.075000191,BLTLE,14,23,True yeld
BLT76,2,15,6,1976,BLTLE,6.820000095,BLTLE,15,45,Milk
BLT78,2,11,7,1978,BLTLE,6.78,BLTLE,17,71,True yeld
BMA10,1,30,5,2010,CHN06,6.449999905,CHN06,4,29,Naive
BMA11,2,3,6,2011,CHN06,,CHN06,5,33,Summer yeld
BMA12,2,1,6,2012,CHN06,,CHN06,6,31,Milk
BMA13,2,7,6,2013,CHN06,,CHN06,7,37,Milk
BMA17,2,31,5,2017,CHN06,,CHN06,11,30,Milk
BMA19,2,21,5,2019,CHN06,,CHN06,13,20,True yeld
BMB10,1,4,6,2010,SSK06,6.619999809,SSK06,4,34,Naive
BMB13,1,6,6,2013,SSK06,6.92,SSK06,7,36,Winter yeld
BMY17,2,27,5,2017,GNB12,7.91,GNB12,5,26,Naive
BMY19,2,15,6,2019,GNB12,7.594999809,GNB12,7,45,True yeld
BMY21,1,21,5,2021,GNB12,8.019999809,GNB12,9,20,True yeld
BMY22,1,7,6,2022,GNB12,7.094999809,GNB12,10,37,Milk
BNG17,1,30,5,2017,DID13,3.7,DID13,4,29,Naive
BNJ01,1,24,5,2001,FDL96,3.44,FDL96,5,23,Naive
BNN00,1,9,6,2000,OAT94,7.139999809,OAT94,6,39,Winter yeld
BNN01,1,29,5,2001,OAT94,7.180000095,OAT94,7,28,Summer yeld
BNN02,2,26,5,2002,OAT94,8.040000381,OAT94,8,25,Summer yeld
BNN98,1,14,6,1998,OAT94,6.195000191,OAT94,4,44,Naive
BNN99,1,6,6,1999,OAT94,7.839999809,OAT94,5,36,Summer yeld
BNS07,1,28,6,2007,PCL02,8.160000381,PCL02,5,58,True yeld
BNS09,1,25,5,2009,PCL02,7.120000191,PCL02,7,24,True yeld
BNT15,2,4,6,2015,BMB10,6.400000095,BMB10,5,34,Summer yeld
BNT16,2,10,6,2016,BMB10,7.009999905,BMB10,6,40,Milk
BNX93,1,8,6,1993,FUL89,4.940000191,FUL89,4,38,Naive
BNX94,1,6,6,1994,FUL89,5.120000191,FUL89,5,36,Milk
BNX95,1,13,6,1995,FUL89,6.500000191,FUL89,6,43,Milk
BNX96,2,3,6,1996,FUL89,5.710000095,FUL89,7,33,Milk
BNX97,2,10,6,1997,FUL89,6.859999905,FUL89,8,40,Milk
BNX98,2,8,6,1998,FUL89,7.725000191,FUL89,9,38,Milk
BNX99,2,6,6,1999,FUL89,6.150000191,FUL89,10,36,Milk
BOB20,1,21,5,2020,VES15,5.455,VES15,5,20,Naive
BOB22,1,30,5,2022,VES15,6.41,VES15,7,29,True yeld
BOB23,1,21,5,2023,VES15,3.265000095,VES15,8,20,Milk
BOE20,1,22,5,2020,CES17,6.840000095,CES17,3,21,Naive
BOE21,2,26,5,2021,CES17,5.94,CES17,4,25,Milk
BOL21,2,14,6,2021,CHM17,6.120000191,CHM17,4,44,Naive
BOL23,2,25,5,2023,CHM17,6.64,CHM17,6,24,True yeld
BOM04,2,14,6,2004,BIT01,7.119999809,BIT01,3,44,Naive
BOM06,2,27,5,2006,BIT01,8.030000191,BIT01,5,26,True yeld
BOM07,2,23,5,2007,BIT01,7.360000095,BIT01,6,22,Milk
BON83,2,8,6,1983,TBONE,6.379999619,TBONE,9,38,Milk
BOO10,2,5,6,2010,YOG06,6.024999905,YOG06,4,35,Naive
BOO12,2,27,5,2012,YOG06,5.440000191,YOG06,6,26,True yeld
BOO13,1,24,5,2013,YOG06,5.820000095,YOG06,7,23,Winter yeld
BOO14,1,4,6,2014,YOG06,6.44,YOG06,8,34,Winter yeld
BOO15,1,6,6,2015,YOG06,7.75,YOG06,9,36,Milk
BOO16,1,1,6,2016,YOG06,5.810000095,YOG06,10,31,Milk
BOO17,2,4,6,2017,YOG06,6.32,YOG06,11,34,Winter yeld
BOO18,1,5,6,2018,YOG06,3.974999809,YOG06,12,35,Winter yeld
BOO19,1,20,6,2019,YOG06,6.929999809,YOG06,13,50,Winter yeld
BOO20,2,3,6,2020,YOG06,6.695000191,YOG06,14,33,Milk
BOO22,1,6,6,2022,YOG06,4.840000095,YOG06,16,36,True yeld
BOT81,1,30,6,1981,GL375,5.925,GL375,6,60,True yeld
BOT84,2,12,6,1984,GL375,5.200000191,GL375,9,42,Summer yeld
BOT85,2,11,7,1985,GL375,5.419999905,GL375,10,71,Milk
BR274,1,30,5,1974,BRO70,3.039999809,BRO70,4,29,Naive
BR276,1,9,6,1976,BRO70,3.540000095,BRO70,6,39,True yeld
BR278,2,13,6,1978,BRO70,3.940000191,BRO70,8,43,Summer yeld
BR280,2,20,6,1980,BRO70,4.41,BRO70,10,50,True yeld
BR281,2,12,7,1981,BRO70,6.740000191,BRO70,11,72,Summer yeld
BRA72,1,29,5,1972,ELG68,6.080000191,ELG68,4,28,Naive
BRA76,2,21,7,1976,ELG68,8.380000381,ELG68,8,81,True yeld
BRA77,1,14,6,1977,ELG68,5.140000191,ELG68,9,44,Milk
BRA80,1,19,6,1980,ELG68,8.720000191,ELG68,12,49,Milk
BRA81,1,15,6,1981,ELG68,11.18999962,ELG68,13,45,Summer yeld
BRC76,2,4,6,1976,BRA72,8.599999619,BRA72,4,34,Naive
BRC78,2,17,6,1978,BRA72,8.240000381,BRA72,6,47,True yeld
BRC80,2,4,6,1980,BRA72,8.779999619,BRA72,8,34,True yeld
BRE91,1,6,6,1991,BREND,5.109999809,BREND,,36,Milk
BRF74,2,11,6,1974,FEE71,8.92,FEE71,3,41,Naive
BRF76,2,3,6,1976,FEE71,7.720000191,FEE71,5,33,True yeld
BRF77,2,24,7,1977,FEE71,9.500000191,FEE71,6,84,Milk
BRF79,1,11,6,1979,FEE71,6.259999809,FEE71,8,41,True yeld
BRF82,2,27,6,1982,FEE71,6.449999905,FEE71,11,57,Summer yeld
BRG89,1,11,6,1989,MUR85,7.119999809,MUR85,4,41,Naive
BRG90,2,10,6,1990,MUR85,8.019999809,MUR85,5,40,Winter yeld
BRG92,2,29,5,1992,MUR85,7.899999809,MUR85,7,28,True yeld
BRG94,1,21,5,1994,MUR85,7.28,MUR85,9,20,True yeld
BRG95,2,9,6,1995,MUR85,5.46,MUR85,10,39,Milk
BRG96,2,11,6,1996,MUR85,7.500000191,MUR85,11,41,Milk
BRG98,2,27,5,1998,MUR85,6.580000191,MUR85,13,26,True yeld
BRO71,2,25,6,1971,BROWH,5.179999809,BROWH,12,55,Milk
BRO72,2,9,6,1972,BROWH,4.64,BROWH,13,39,Milk
BRS02,1,3,6,2002,SKI94,4.530000191,SKI94,8,33,Summer yeld
BRY06,2,13,6,2006,HIR03,4.5,HIR03,3,43,Naive
BRY07,2,3,6,2007,HIR03,6.429999809,HIR03,4,33,Summer yeld
BRY09,2,30,5,2009,HIR03,6.7,HIR03,6,29,True yeld
BRY10,1,7,6,2010,HIR03,5.739999905,HIR03,7,37,Milk
BRY11,2,2,6,2011,HIR03,5.639999809,HIR03,8,32,Milk
BRY12,2,2,6,2012,HIR03,7.039999905,HIR03,9,32,Milk
BRY13,2,28,5,2013,HIR03,6.855000095,HIR03,10,27,Milk
BRY14,2,5,6,2014,HIR03,6.049999809,HIR03,11,35,Winter yeld
BRZ17,1,26,5,2017,ZEP14,5.799999905,ZEP14,3,25,Naive
