Code,Sex,BirthDay,BirthMonth,BirthYear,Expr1005,BirthWt,MumCode,MumAge,DaysFrom1May,MotherStatus
TIC03,2,23,5,2003,CLO96,6.419999905,CLO96,7,22,True yeld
TIC04,1,30,5,2004,CLO96,3.994999905,CLO96,8,29,Milk
TIC06,1,26,5,2006,CLO96,5.400000095,CLO96,10,25,True yeld
TIC07,1,24,5,2007,CLO96,7.23,CLO96,11,23,Summer yeld
TIC08,1,31,5,2008,CLO96,3.955,CLO96,12,30,Milk
TIC09,1,22,5,2009,CLO96,3.254999952,CLO96,13,21,Summer yeld
TIC11,2,9,6,2011,CLO96,5.039999905,CLO96,15,39,True yeld
TIG86,2,17,6,1986,OTA80,7.239999905,OTA80,6,47,Summer yeld
TIG89,2,9,6,1989,OTA80,6.119999809,OTA80,9,39,True yeld
TIG92,2,19,6,1992,OTA80,7.619999809,OTA80,12,49,Summer yeld
TIG93,2,9,6,1993,OTA80,8.22,OTA80,13,39,Summer yeld
TIK00,2,9,6,2000,HAL95,7.580000191,HAL95,5,39,True yeld
TIK01,1,7,6,2001,HAL95,6.919999905,HAL95,6,37,Summer yeld
TIK03,1,31,5,2003,HAL95,8.759999809,HAL95,8,30,True yeld
TIK04,1,31,5,2004,HAL95,6.749999809,HAL95,9,30,Milk
TIK05,2,1,6,2005,HAL95,,HAL95,10,31,Summer yeld
TIK06,1,19,6,2006,HAL95,,HAL95,11,49,Milk
TIK98,1,13,6,1998,HAL95,6.479999809,HAL95,3,43,Naive
TIN00,1,7,6,2000,THU91,6.025000095,THU91,9,37,True yeld
TIN02,1,27,6,2002,THU91,6.56,THU91,11,57,True yeld
TIN04,1,3,6,2004,THU91,6.239999905,THU91,13,33,True yeld
TIN06,1,30,6,2006,THU91,5.940000381,THU91,15,60,True yeld
TIN95,1,15,6,1995,THU91,5.150000191,THU91,4,45,Naive
TIN97,2,29,5,1997,THU91,5.320000095,THU91,6,28,True yeld
TIN98,1,28,5,1998,THU91,6.32,THU91,7,27,Milk
TIT79,2,6,6,1979,CLE75,5.860000191,CLE75,4,36,Naive
TIT81,2,10,7,1981,CLE75,7.14,CLE75,6,70,True yeld
TIT84,1,1,6,1984,CLE75,5.17,CLE75,9,31,True yeld
TKN94,1,4,6,1994,NAK90,6.080000381,NAK90,4,34,Naive
TKN99,2,7,6,1999,NAK90,7.44,NAK90,9,37,Milk
TLL22,2,7,6,2022,WLK18,6.019999809,WLK18,4,37,Naive
TLS11,2,25,5,2011,SCR06,7.000000191,SCR06,5,24,Naive
TLS15,2,25,5,2015,SCR06,7.575,SCR06,9,24,True yeld
TLS16,1,7,6,2016,SCR06,4.139999809,SCR06,10,37,Milk
TLS17,2,28,5,2017,SCR06,9.220000191,SCR06,11,27,Summer yeld
TLS22,1,18,5,2022,SCR06,7.44,SCR06,16,17,Summer yeld
TLW91,1,3,6,1991,CAN87,6.479999809,CAN87,4,33,Naive
TLW93,2,1,6,1993,CAN87,7.725000191,CAN87,6,31,True yeld
TNG92,2,29,5,1992,FAN88,5.78,FAN88,4,28,Naive
TNG94,2,17,6,1994,FAN88,8.060000381,FAN88,6,47,True yeld
TNG95,2,17,6,1995,FAN88,4.549999809,FAN88,7,47,Milk
TNG97,2,28,6,1997,FAN88,4.895,FAN88,9,58,Milk
TNG99,1,2,6,1999,FAN88,6.419999905,FAN88,11,32,True yeld
TNQ12,2,30,5,2012,GNB07,6.680000191,GNB07,5,29,Naive
TNQ14,2,3,6,2014,GNB07,7.329999905,GNB07,7,33,True yeld
TNQ16,2,12,6,2016,GNB07,5.825000095,GNB07,9,42,True yeld
TNS11,2,29,5,2011,LMS07,6.760000191,LMS07,4,28,Naive
TNY88,1,11,7,1988,TIT84,7.900000191,TIT84,4,71,Naive
TNY90,2,29,6,1990,TIT84,7.549999809,TIT84,6,59,True yeld
TNY91,1,10,6,1991,TIT84,6.659999809,TIT84,7,40,Winter yeld
TNY93,2,15,6,1993,TIT84,7.260000191,TIT84,9,45,True yeld
TNY94,2,1,6,1994,TIT84,7.124999809,TIT84,10,31,Milk
TNY98,1,26,5,1998,TIT84,8.04,TIT84,14,25,True yeld
TOG90,1,25,5,1990,BCL84,5.565,BCL84,6,24,Naive
TOG91,1,8,6,1991,BCL84,6.019999809,BCL84,7,38,Winter yeld
TOG92,2,11,6,1992,BCL84,5.425,BCL84,8,41,Winter yeld
TOK14,1,3,6,2014,SLA07,5.540000095,SLA07,7,33,Milk
TOK15,1,5,6,2015,SLA07,4.05,SLA07,8,35,Milk
TOK17,2,7,6,2017,SLA07,4.440000191,SLA07,10,37,Milk
TOO00,2,31,5,2000,TUS96,6.820000095,TUS96,4,30,Naive
TOR72,1,1,6,1972,TRN69,5.320000095,TRN69,3,31,Naive
TOR75,1,11,6,1975,TRN69,5.879999905,TRN69,6,41,Milk
TOR76,2,13,6,1976,TRN69,6.959999619,TRN69,7,43,Milk
TOR77,2,13,6,1977,TRN69,6.740000191,TRN69,8,43,Milk
TOR78,1,4,6,1978,TRN69,7.159999619,TRN69,9,34,Milk
TOR79,2,30,6,1979,TRN69,6.28,TRN69,10,60,Milk
TOR80,2,10,7,1980,TRN69,6.739999905,TRN69,11,70,Winter yeld
TOU87,2,6,6,1987,CAN82,6.120000191,CAN82,5,36,Naive
TOU91,2,18,6,1991,CAN82,7.180000095,CAN82,9,48,Summer yeld
TRA80,2,26,6,1980,GRC76,5.220000191,GRC76,4,56,Naive
TRA81,2,15,6,1981,GRC76,6.979999809,GRC76,5,45,Summer yeld
TRA83,2,7,6,1983,GRC76,4.939999905,GRC76,7,37,True yeld
TRA84,2,25,6,1984,GRC76,5.32,GRC76,8,55,Milk
TRA87,2,26,6,1987,GRC76,4.419999905,GRC76,11,56,Summer yeld
TRI98,1,29,6,1998,FEA94,5.080000191,FEA94,4,59,Naive
TRK87,1,4,6,1987,UPT82,9.48,UPT82,5,34,Summer yeld
TRK88,2,5,6,1988,UPT82,7.7,UPT82,6,35,Milk
TRN70,1,4,6,1970,TRNRI,3.919999905,TRNRI,6,34,Milk
TRN71,2,1,6,1971,TRNRI,4.680000095,TRNRI,7,31,Summer yeld
TRN74,1,2,7,1974,TRNRI,6.340000095,TRNRI,10,62,Milk
TRN75,2,28,6,1975,TRNRI,4.64,TRNRI,11,58,Milk
TRN77,2,13,6,1977,TRNRI,5.310000095,TRNRI,13,43,Summer yeld
TRN80,1,7,6,1980,TRNRI,4.979999809,TRNRI,16,37,True yeld
TRR23,3,3,6,2023,EDD17,,EDD17,6,33,Naive
TRT00,1,2,6,2000,OCH90,8.034999809,OCH90,10,32,True yeld
TRT02,2,1,6,2002,OCH90,7.519999809,OCH90,12,31,True yeld
TRT03,1,4,6,2003,OCH90,6.489999809,OCH90,13,34,Milk
TRT05,1,1,6,2005,OCH90,6.42,OCH90,15,31,True yeld
TRT94,2,29,5,1994,OCH90,6.73,OCH90,4,28,Naive
TRT95,2,22,6,1995,OCH90,5.275,OCH90,5,52,Winter yeld
TRT96,1,13,6,1996,OCH90,7.14,OCH90,6,43,Milk
TRT97,1,29,5,1997,OCH90,6.46,OCH90,7,28,Summer yeld
TRT98,1,3,6,1998,OCH90,7.78,OCH90,8,33,Milk
TRX09,2,4,6,2009,TIN04,6.310000095,TIN04,5,34,Naive
TRX12,1,25,5,2012,TIN04,6.979999809,TIN04,8,24,True yeld
TRX13,2,7,6,2013,TIN04,5.940000191,TIN04,9,37,Milk
TSL00,2,20,6,2000,THS96,5.119999809,THS96,4,50,Naive
TSL02,2,17,6,2002,THS96,6.494999905,THS96,6,47,True yeld
TSL03,1,25,8,2003,THS96,7.06,THS96,7,116,Summer yeld
TSL04,1,26,5,2004,THS96,6.64,THS96,8,25,Summer yeld
TSL05,2,30,5,2005,THS96,,THS96,9,29,Summer yeld
TSU07,2,1,6,2007,MNS03,6.739999905,MNS03,4,31,Naive
TSU10,1,20,5,2010,MNS03,8.354999619,MNS03,7,19,True yeld
TSU14,1,18,6,2014,MNS03,8.46,MNS03,11,48,Summer yeld
TSU16,1,1,6,2016,MNS03,8.609999809,MNS03,13,31,Milk
TTL04,1,4,6,2004,LMS00,5.259999809,LMS00,4,34,Naive
TTL06,2,6,6,2006,LMS00,7.825000095,LMS00,6,36,True yeld
TTL08,2,25,5,2008,LMS00,6.860000191,LMS00,8,24,True yeld
TTL09,2,15,6,2009,LMS00,6.300000381,LMS00,9,45,Milk
TTL12,2,25,5,2012,LMS00,6.919999905,LMS00,12,24,True yeld
TTL14,1,9,6,2014,LMS00,5.05,LMS00,14,39,True yeld
TUR81,2,14,6,1981,MUS77,6.519999809,MUS77,4,44,Naive
TUR83,1,30,6,1983,MUS77,6.91,MUS77,6,60,True yeld
TUR85,1,5,6,1985,MUS77,6.854999809,MUS77,8,35,True yeld
TUR87,1,8,6,1987,MUS77,7.239999905,MUS77,10,38,True yeld
TUR92,2,30,5,1992,MUS77,7.64,MUS77,15,29,True yeld
TUS01,1,27,5,2001,JUG91,6.899999809,JUG91,10,26,True yeld
TUS03,2,27,5,2003,JUG91,9.2,JUG91,12,26,True yeld
TUS95,2,5,6,1995,JUG91,6.884999809,JUG91,4,35,Naive
TUS97,2,13,6,1997,JUG91,7.459999619,JUG91,6,43,Milk
TUS99,2,28,5,1999,JUG91,7.660000381,JUG91,8,27,True yeld
TWA01,2,13,6,2001,ORC97,5.594999809,ORC97,4,43,Naive
TWE91,1,30,5,1991,SEP84,5.080000191,SEP84,7,29,Summer yeld
TWE94,2,12,6,1994,SEP84,5.67,SEP84,10,42,Milk
TWI82,2,7,6,1982,BRA79,7.109999809,BRA79,3,37,Naive
TWL15,1,27,5,2015,WIS06,6.855000095,WIS06,9,26,True yeld
TWX08,1,27,5,2008,WIS01,6.139999809,WIS01,7,26,True yeld
TYS79,2,14,6,1979,TOR75,4.959999809,TOR75,4,44,Naive
TYS81,1,14,7,1981,TOR75,6.720000191,TOR75,6,74,True yeld
TYS82,1,6,7,1982,TOR75,5.540000095,TOR75,7,66,Winter yeld
TYS83,2,1,6,1983,TOR75,6.419999905,TOR75,8,31,Summer yeld
TYS84,1,20,6,1984,TOR75,7.380000381,TOR75,9,50,Milk
TYS85,2,18,6,1985,TOR75,6.64,TOR75,10,48,Milk
TYS87,2,12,6,1987,TOR75,6.374999905,TOR75,12,42,True yeld
TYS89,2,9,6,1989,TOR75,6.659999809,TOR75,14,39,True yeld
UHU21,1,22,5,2021,USS16,7.840000095,USS16,5,21,Naive
UHU23,1,28,5,2023,USS16,7.210000191,USS16,7,27,True yeld
UKL05,2,15,5,2005,FDL99,6.179999809,FDL99,6,14,Summer yeld
UKL06,1,29,5,2006,FDL99,5.220000191,FDL99,7,28,Milk
UKL08,2,19,5,2008,FDL99,7.14,FDL99,9,18,True yeld
UKL09,2,29,5,2009,FDL99,7.660000381,FDL99,10,28,Milk
UKL14,2,12,6,2014,FDL99,6.78,FDL99,15,42,Summer yeld
ULU15,2,19,6,2015,DID06,7.25,DID06,9,49,Milk
UMB80,1,9,6,1980,MEL76,5.580000191,MEL76,4,39,Naive
UMB82,2,5,6,1982,MEL76,6.320000095,MEL76,6,35,True yeld
UMB83,2,18,6,1983,MEL76,4.720000191,MEL76,7,48,Winter yeld
UMB84,1,6,6,1984,MEL76,5.920000381,MEL76,8,36,Summer yeld
UMB87,2,25,6,1987,MEL76,4.439999905,MEL76,11,55,True yeld
UMB88,1,12,6,1988,MEL76,5.580000191,MEL76,12,42,Summer yeld
UPR72,2,28,5,1972,UPRHI,7.47,UPRHI,10,27,Milk
UPR74,1,24,5,1974,UPRHI,6.28,UPRHI,12,23,Milk
UPR75,2,19,5,1975,UPRHI,5.540000095,UPRHI,13,18,Milk
UPR76,2,17,6,1976,UPRHI,7.180000095,UPRHI,14,47,Milk
UPR78,2,30,5,1978,UPRHI,7.23,UPRHI,16,29,True yeld
UPT71,2,3,6,1971,UPTUR,8.379999619,UPTUR,4,33,Milk
UPT75,2,8,6,1975,UPTUR,6.620000191,UPTUR,8,38,Milk
UPT76,2,12,6,1976,UPTUR,6.755000191,UPTUR,9,42,Winter yeld
UPT82,1,20,6,1982,UPTUR,6.039999905,UPTUR,15,50,True yeld
URC13,2,24,5,2013,ANM06,6.580000191,ANM06,7,23,True yeld
URC15,1,25,6,2015,ANM06,7.825000095,ANM06,9,55,True yeld
URC16,2,20,6,2016,ANM06,7.675000095,ANM06,10,50,Milk
URC18,2,1,6,2018,ANM06,4.539999905,ANM06,12,31,True yeld
USS10,2,24,5,2010,MEE05,5.64,MEE05,5,23,Naive
USS12,1,23,5,2012,MEE05,6.91,MEE05,7,22,True yeld
USS14,2,25,5,2014,MEE05,7.130000095,MEE05,9,24,True yeld
USS15,2,3,6,2015,MEE05,5.849999619,MEE05,10,33,Milk
USS16,1,1,6,2016,MEE05,6.839999809,MEE05,11,31,Milk
USS18,1,7,6,2018,MEE05,6.374999905,MEE05,13,37,True yeld
USS19,1,2,6,2019,MEE05,7.109999809,MEE05,14,32,Summer yeld
USS21,1,4,7,2021,MEE05,6.739999905,MEE05,16,64,True yeld
UZH21,1,4,6,2021,MLA18,4.620000191,MLA18,3,34,Naive
VEC17,1,9,6,2017,SPY14,5.339999809,SPY14,3,39,Naive
VEC19,2,22,5,2019,SPY14,5.300000191,SPY14,5,21,True yeld
VEL20,2,16,5,2020,URC15,6.750000095,URC15,5,15,Naive
VEL21,2,29,6,2021,URC15,7.009999905,URC15,6,59,Winter yeld
VEL22,2,15,6,2022,URC15,6.040000095,URC15,7,45,Winter yeld
VEN94,1,21,6,1994,APH91,5.794999809,APH91,3,51,Naive
VEN95,2,15,6,1995,APH91,6.009999905,APH91,4,45,Milk
VER74,2,22,6,1974,RGR71,7.455,RGR71,3,52,Naive
VER75,1,29,5,1975,RGR71,7.399999809,RGR71,4,28,Milk
VER76,2,2,6,1976,RGR71,8.740000191,RGR71,5,32,Summer yeld
VER78,1,7,6,1978,RGR71,7.825000095,RGR71,7,37,Milk
VER79,1,8,6,1979,RGR71,7.519999809,RGR71,8,38,Milk
VER80,1,7,6,1980,RGR71,7.91,RGR71,9,37,Milk
VER81,2,12,6,1981,RGR71,9.395,RGR71,10,42,Milk
VER82,1,9,6,1982,RGR71,6.024999905,RGR71,11,39,Milk
VER83,1,3,7,1983,RGR71,7.399999809,RGR71,12,63,Winter yeld
VER84,2,17,6,1984,RGR71,7.360000095,RGR71,13,47,Winter yeld
VES06,1,29,5,2006,NET02,5.440000191,NET02,4,28,Naive
VES07,2,30,5,2007,NET02,6.360000095,NET02,5,29,Milk
VES08,2,29,5,2008,NET02,6.69,NET02,6,28,Milk
VES10,1,30,5,2010,NET02,7.280000191,NET02,8,29,Summer yeld
VES12,2,25,5,2012,NET02,8.76,NET02,10,24,True yeld
VES13,1,29,5,2013,NET02,6.429999809,NET02,11,28,Milk
VES14,1,6,6,2014,NET02,3.430000048,NET02,12,36,Winter yeld
VES15,1,24,5,2015,NET02,6.395,NET02,13,23,Summer yeld
VES16,1,31,5,2016,NET02,6.054999905,NET02,14,30,Milk
VES17,2,28,5,2017,NET02,,NET02,15,27,Summer yeld
VES18,1,4,6,2018,NET02,5.099999905,NET02,16,34,Summer yeld
VIL20,2,24,5,2020,AME15,4.92,AME15,5,23,Naive
VIL22,2,28,5,2022,AME15,4.88,AME15,7,27,True yeld
VIL23,2,26,5,2023,AME15,4.739999905,AME15,8,25,Summer yeld
VIN88,2,11,6,1988,MUS84,6.979999809,MUS84,4,41,Naive
VIN91,1,21,6,1991,MUS84,6.919999905,MUS84,7,51,True yeld
VIN93,1,11,6,1993,MUS84,7.540000095,MUS84,9,41,True yeld
VIN95,1,31,5,1995,MUS84,6.934999905,MUS84,11,30,True yeld
VIN97,1,1,6,1997,MUS84,7.119999809,MUS84,13,31,True yeld
VIN99,2,13,6,1999,MUS84,7.360000191,MUS84,15,43,True yeld
VIO89,1,6,6,1989,CLA85,4.659999809,CLA85,4,36,Naive
VIO90,2,9,6,1990,CLA85,7.094999809,CLA85,5,39,Milk
VIO92,1,31,5,1992,CLA85,7.120000191,CLA85,7,30,True yeld
VIO94,2,14,6,1994,CLA85,7.620000191,CLA85,9,44,True yeld
VIO95,2,31,5,1995,CLA85,7.080000191,CLA85,10,30,Summer yeld
VIO96,1,31,5,1996,CLA85,7.28,CLA85,11,30,Summer yeld
VIO97,1,29,6,1997,CLA85,7.925,CLA85,12,59,Milk
VIP11,1,8,6,2011,VES06,3.600000095,VES06,5,38,Naive
VIP14,2,5,6,2014,VES06,6.23,VES06,8,35,True yeld
VIP16,1,28,5,2016,VES06,5.810000095,VES06,10,27,True yeld
VIP18,2,9,6,2018,VES06,4.44,VES06,12,39,True yeld
VIP20,2,20,6,2020,VES06,6.579999809,VES06,14,50,True yeld
VIP22,2,6,6,2022,VES06,4.28,VES06,16,36,True yeld
VIR19,2,12,6,2019,MCD15,4.479999809,MCD15,4,42,Naive
VIR21,2,15,6,2021,MCD15,5.839999809,MCD15,6,45,True yeld
VIR22,2,13,6,2022,MCD15,4.255000191,MCD15,7,43,Milk
VIR23,1,8,6,2023,MCD15,4.180000095,MCD15,8,38,Milk
VIX79,2,2,6,1979,LTF73,3.899999809,LTF73,6,32,Naive
VIX80,2,14,6,1980,LTF73,3.92,LTF73,7,44,Winter yeld
VNG95,2,26,5,1995,VIN91,7.160000381,VIN91,4,25,Naive
VNS06,1,16,6,2006,BUT02,5.32,BUT02,4,46,Naive
VNS07,1,12,6,2007,BUT02,4.759999809,BUT02,5,42,Milk
VNS09,2,29,5,2009,BUT02,5.940000381,BUT02,7,28,True yeld
VNS13,2,29,5,2013,BUT02,7.42,BUT02,11,28,True yeld
VNT15,1,19,5,2015,SWT11,4.250000191,SWT11,4,18,Naive
VNT17,2,23,5,2017,SWT11,7.810000095,SWT11,6,22,Summer yeld
VOR17,1,11,6,2017,EDD13,6.820000095,EDD13,4,41,Naive
VOR18,1,8,6,2018,EDD13,4.91,EDD13,5,38,Winter yeld
VOR19,2,10,6,2019,EDD13,6.979999809,EDD13,6,40,Winter yeld
WAG01,1,7,6,2001,LPW91,5.940000191,LPW91,10,37,True yeld
WAG02,2,1,7,2002,LPW91,7.180000095,LPW91,11,61,Winter yeld
WAG03,2,5,6,2003,LPW91,6.810000095,LPW91,12,35,Milk
WAG04,1,11,6,2004,LPW91,7.509999905,LPW91,13,41,Milk
WAG06,1,3,6,2006,LPW91,6.220000095,LPW91,15,33,True yeld
WAG07,1,16,6,2007,LPW91,4.860000095,LPW91,16,46,Milk
WAG96,1,12,6,1996,LPW91,5.979999809,LPW91,5,42,Milk
WAG97,2,12,6,1997,LPW91,6.619999809,LPW91,6,42,Milk
WAG98,2,10,6,1998,LPW91,7.319999809,LPW91,7,40,Milk
WAG99,2,12,6,1999,LPW91,6.460000095,LPW91,8,42,Milk
WAL00,2,30,5,2000,DIC95,5.725000191,DIC95,5,29,Winter yeld
WAL01,1,30,5,2001,DIC95,5.919999905,DIC95,6,29,Milk
WAL02,1,3,6,2002,DIC95,6.275,DIC95,7,33,Summer yeld
WAL03,1,28,5,2003,DIC95,5.979999905,DIC95,8,27,Milk
WAL04,2,2,6,2004,DIC95,7.295000095,DIC95,9,32,Milk
WAL05,2,3,6,2005,DIC95,6.739999905,DIC95,10,33,Winter yeld
WAL06,1,31,5,2006,DIC95,5.940000191,DIC95,11,30,Summer yeld
WAL07,1,1,6,2007,DIC95,6.710000191,DIC95,12,31,Milk
WAL08,1,30,5,2008,DIC95,5.440000191,DIC95,13,29,Winter yeld
WAL09,2,7,6,2009,DIC95,5.429999809,DIC95,14,37,Winter yeld
WAL11,1,29,5,2011,DIC95,5.94,DIC95,16,28,Summer yeld
WAL13,2,30,5,2013,DIC95,4.38,DIC95,18,29,True yeld
WAL99,2,2,6,1999,DIC95,5.73,DIC95,4,32,Naive
WAN83,1,13,6,1983,WAX80,6.019999905,WAX80,3,43,Naive
WAN87,2,7,6,1987,WAX80,7.720000191,WAX80,7,37,Milk
WAN89,2,25,5,1989,WAX80,6.320000095,WAX80,9,24,True yeld
WAN90,2,26,5,1990,WAX80,9.2,WAX80,10,25,Milk
WAN91,2,27,5,1991,WAX80,5.440000191,WAX80,11,26,Milk
WAS10,1,28,5,2010,BUM06,5.855000095,BUM06,4,27,Naive
WAS12,2,23,5,2012,BUM06,8.330000381,BUM06,6,22,True yeld
WAX80,1,3,6,1980,WHI76,5.92,WHI76,4,33,Naive
WAX82,2,23,5,1982,WHI76,7.075000191,WHI76,6,22,True yeld
WAX83,2,28,5,1983,WHI76,7.159999809,WHI76,7,27,Summer yeld
WAX84,2,4,6,1984,WHI76,6.860000381,WHI76,8,34,Milk
WAX92,2,2,6,1992,WHI76,6.54,WHI76,16,32,Winter yeld
WDY02,2,10,6,2002,OXA99,7.500000191,OXA99,3,40,Naive
WEE81,2,15,6,1981,WHE77,5.440000191,WHE77,4,45,Naive
WEE87,2,3,6,1987,WHE77,7.32,WHE77,10,33,True yeld
WEE89,1,3,6,1989,WHE77,7.109999809,WHE77,12,33,True yeld
WHA82,1,2,7,1982,CUR78,7.319999619,CUR78,4,62,Naive
WHA83,1,4,7,1983,CUR78,5.055000095,CUR78,5,64,Winter yeld
WHA84,2,7,7,1984,CUR78,7.374999809,CUR78,6,67,Milk
WHA86,2,7,6,1986,CUR78,7.520000381,CUR78,8,37,True yeld
WHA87,1,18,6,1987,CUR78,6.659999809,CUR78,9,48,Winter yeld
WHA89,1,12,6,1989,CUR78,7.865,CUR78,11,42,True yeld
WHA91,1,30,5,1991,CUR78,6.820000095,CUR78,13,29,True yeld
WHE77,1,18,6,1977,UPR74,1.939999905,UPR74,3,48,Naive
WHE79,2,27,6,1979,UPR74,5.339999809,UPR74,5,57,True yeld
WHE83,1,4,7,1983,UPR74,6.019999809,UPR74,9,64,Winter yeld
WHE84,1,26,6,1984,UPR74,5.540000095,UPR74,10,56,Winter yeld
WHE86,1,4,6,1986,UPR74,4.940000191,UPR74,12,34,True yeld
WHE88,1,5,7,1988,UPR74,3.78,UPR74,14,65,True yeld
WHF07,1,30,5,2007,WHZ02,6.509999905,WHZ02,5,29,Naive
WHF10,1,15,5,2010,WHZ02,6.080000191,WHZ02,8,14,True yeld
WHF12,2,29,5,2012,WHZ02,7.38,WHZ02,10,28,True yeld
WHI72,2,2,6,1972,WHIGR,5.919999905,WHIGR,3,32,Naive
WHI75,2,22,5,1975,WHIGR,6.64,WHIGR,6,21,True yeld
WHI76,1,24,5,1976,WHIGR,7.225000191,WHIGR,7,23,Summer yeld
WHI77,2,8,6,1977,WHIGR,5.580000191,WHIGR,8,38,Milk
WHI79,2,29,5,1979,WHIGR,4.820000095,WHIGR,10,28,True yeld
WHI82,2,17,6,1982,WHIGR,6.42,WHIGR,13,47,Summer yeld
WHO79,1,3,6,1979,MYR74,7.879999619,MYR74,5,33,Summer yeld
WHO85,1,5,6,1985,MYR74,7.859999619,MYR74,11,35,True yeld
WHO87,1,24,6,1987,MYR74,6.479999809,MYR74,13,54,True yeld
WHS83,1,14,6,1983,BAR79,4.040000095,BAR79,4,44,Naive
WHS84,1,12,6,1984,BAR79,6.639999809,BAR79,5,42,Winter yeld
WHS85,2,8,6,1985,BAR79,7.255000191,BAR79,6,38,Milk
WHS87,1,5,6,1987,BAR79,6.339999809,BAR79,8,35,True yeld
WHS88,1,31,5,1988,BAR79,6.040000095,BAR79,9,30,Milk
WHS90,1,6,6,1990,BAR79,7.855000095,BAR79,11,36,True yeld
WHS91,2,5,6,1991,BAR79,4.710000191,BAR79,12,35,Milk
WHZ00,1,25,5,2000,CGH94,6.710000191,CGH94,6,24,True yeld
WHZ02,1,31,5,2002,CGH94,7.380000381,CGH94,8,30,True yeld
WHZ03,1,9,6,2003,CGH94,7.225000191,CGH94,9,39,Milk
WHZ05,2,28,5,2005,CGH94,6.619999809,CGH94,11,27,True yeld
WHZ07,2,23,5,2007,CGH94,6.594999809,CGH94,13,22,True yeld
WHZ10,1,10,6,2010,CGH94,6.14,CGH94,16,40,True yeld
WHZ98,1,6,6,1998,CGH94,6.360000191,CGH94,4,36,Naive
WIC13,1,5,6,2013,SOX09,6.539999905,SOX09,4,35,Naive
WIC14,1,11,6,2014,SOX09,6.530000191,SOX09,5,41,Milk
WIC16,2,2,6,2016,SOX09,7.980000381,SOX09,7,32,True yeld
WIC17,2,4,6,2017,SOX09,6.840000095,SOX09,8,34,Summer yeld
WIC19,2,16,6,2019,SOX09,7.880000381,SOX09,10,46,True yeld
WIC20,1,14,6,2020,SOX09,6.82,SOX09,11,44,Milk
WIC21,2,12,6,2021,SOX09,6.139999809,SOX09,12,42,Milk
WIC23,1,29,5,2023,SOX09,6.78,SOX09,14,28,True yeld
WID85,1,20,6,1985,MOW71,6.680000095,MOW71,14,50,Milk
WIG80,2,16,6,1980,TEA76,6.839999809,TEA76,4,46,Naive
WIG81,2,7,6,1981,TEA76,6.250000095,TEA76,5,37,Summer yeld
WIG83,2,7,6,1983,TEA76,6.615000095,TEA76,7,37,True yeld
WIG85,2,23,5,1985,TEA76,6.180000095,TEA76,9,22,True yeld
WIG87,2,2,6,1987,TEA76,4.239999905,TEA76,11,32,True yeld
WIG88,2,30,5,1988,TEA76,5.94,TEA76,12,29,Summer yeld
WIL89,1,2,7,1989,FUL85,5.720000095,FUL85,4,62,Naive
WIL91,2,2,6,1991,FUL85,6.34,FUL85,6,32,True yeld
WIS03,2,5,6,2003,CRB95,7.619999809,CRB95,8,35,Milk
WIS04,1,9,6,2004,CRB95,7.56,CRB95,9,39,Milk
WLK11,1,2,6,2011,SLL07,4.755000191,SLL07,4,32,Naive
WLK13,2,30,5,2013,SLL07,6.325000095,SLL07,6,29,True yeld
WLK14,2,9,6,2014,SLL07,6.46,SLL07,7,39,Winter yeld
WLK15,2,13,6,2015,SLL07,6.210000191,SLL07,8,43,Winter yeld
WLK16,2,3,6,2016,SLL07,6.554999905,SLL07,9,33,Winter yeld
WLK18,1,10,6,2018,SLL07,7.325000095,SLL07,11,40,True yeld
WLK20,1,10,6,2020,SLL07,6.210000191,SLL07,13,40,True yeld
WLK22,1,8,6,2022,SLL07,5.054999905,SLL07,15,38,True yeld
WLL12,1,2,6,2012,LCH08,6.964999905,LCH08,4,32,Naive
WOD90,2,31,5,1990,CAP84,9.4,CAP84,6,30,True yeld
WOD91,2,13,6,1991,CAP84,6.64,CAP84,7,43,Milk
WOD92,1,15,6,1992,CAP84,5.820000095,CAP84,8,45,Winter yeld
WOD94,1,28,5,1994,CAP84,6.94,CAP84,10,27,True yeld
WOD95,2,13,6,1995,CAP84,3.974999809,CAP84,11,43,Milk
WOD96,2,10,6,1996,CAP84,5.740000191,CAP84,12,40,Milk
WOD98,2,4,6,1998,CAP84,7.220000191,CAP84,14,34,True yeld
WRE00,2,22,6,2000,WAG96,6.000000191,WAG96,4,52,Naive
WRE03,2,6,6,2003,WAG96,7.995000381,WAG96,7,36,True yeld
WRE07,1,1,6,2007,WAG96,6.780000095,WAG96,11,31,True yeld
WRE09,1,1,6,2009,WAG96,6.019999905,WAG96,13,31,True yeld
WRE11,1,8,6,2011,WAG96,4.580000191,WAG96,15,38,Summer yeld
WSD00,1,25,5,2000,MLR96,5.739999809,MLR96,4,24,Summer yeld
WSD03,1,10,6,2003,MLR96,7.759999809,MLR96,7,40,Milk
WSD05,2,27,5,2005,MLR96,8.68,MLR96,9,26,Summer yeld
WSD06,2,5,7,2006,MLR96,,MLR96,10,65,Milk
WSD08,2,23,5,2008,MLR96,,MLR96,12,22,True yeld
WSD11,2,4,6,2011,MLR96,,MLR96,15,34,True yeld
WSD14,2,30,8,2014,MLR96,,MLR96,18,121,True yeld
WST19,1,30,5,2019,LIA14,4.820000095,LIA14,5,29,Naive
WST20,1,25,5,2020,LIA14,5.639999809,LIA14,6,24,Milk
