Female,DeerYear,ReprodStatus,Calf,SeenInRut,Fecundity,Age
BLTLE,1977,True yeld,BLT78,-1,1,16
BLTLE,1978,Summer yeld,,-1,0,17
BMB10,2013,Naive,BNT14,-1,1,3
BMB10,2014,Summer yeld,BNT15,-1,1,4
BMB10,2015,Milk,BNT16,-1,1,5
BNS07,2010,Milk,,-1,0,3
BNX93,1996,Naive,POM97,-1,1,3
BNX93,1997,Milk,,-1,0,4
BNX93,1998,True yeld,POM99,-1,1,5
BNX93,1999,Winter yeld,,-1,0,6
BNX93,2000,True yeld,POM01,-1,1,7
BNX93,2001,Milk,,-1,0,8
BNX93,2002,True yeld,POM03,-1,1,9
BNX93,2003,Winter yeld,POM04,-1,1,10
BNX93,2004,Winter yeld,,-1,0,11
BNX93,2005,True yeld,POM06,-1,1,12
BNX93,2006,Milk,POM07,-1,1,13
BNX93,2007,Winter yeld,,-1,0,14
BNX93,2008,True yeld,,-1,0,15
BNX93,2009,True yeld,,-1,0,16
BNX94,1997,Naive,,-1,0,3
BNX94,1998,Naive,KLD99,-1,1,4
BNX94,1999,Summer yeld,KLD00,-1,1,5
BNX94,2000,Milk,KLD01,-1,1,6
BNX94,2001,Milk,KLD02,-1,1,7
BNX94,2002,Milk,KLD03,-1,1,8
BNX94,2003,Milk,,-1,0,9
BNX94,2004,True yeld,KLD05,-1,1,10
BNX94,2005,Milk,KLD06,-1,1,11
BNX94,2006,Milk,KLD07,-1,1,12
BNX95,1998,Naive,,-1,0,3
BNX95,1999,Naive,JAE00,-1,1,4
BNX95,2000,Milk,,-1,0,5
BNX95,2001,True yeld,JAE02,-1,1,6
BNX95,2002,Milk,JAE03,-1,1,7
BNX95,2003,Milk,,-1,0,8
BNX95,2004,True yeld,JAE05,-1,1,9
BNX95,2005,Milk,,-1,0,10
BNX95,2006,True yeld,,-1,0,11
BNX95,2007,True yeld,JAE08,-1,1,12
BNX95,2008,Milk,,-1,0,13
BNX95,2009,True yeld,,-1,0,14
BON81,1984,Naive,BNY85,-1,1,3
BON81,1985,Milk,BNY86,0,1,4
BON81,1986,Winter yeld,BNY87,0,1,5
BON82,1985,Naive,TIB86,0,1,3
BON82,1986,Milk,,0,0,4
BON82,1987,True yeld,TIB88,0,1,5
BON82,1988,Milk,,0,0,6
BOO14,2017,Naive,,-1,0,3
BOO14,2018,Naive,CDY19,-1,1,4
BOO14,2019,Summer yeld,CDY20,-1,1,5
BOO14,2020,Milk,CDY21,-1,1,6
BOO14,2021,Winter yeld,CDY22,-1,1,7
BOO14,2022,Milk,CDY23,-1,1,8
BOO15,2018,Naive,,-1,0,3
BOO15,2019,Naive,GTO20,-1,1,4
BOO15,2020,Milk,,-1,0,5
BOO15,2021,True yeld,,-1,0,6
BOO15,2022,True yeld,GTO23,-1,1,7
BOO19,2022,Summer yeld,,-1,0,3
BOT79,1982,Naive,MAD83,-1,1,3
BOT79,1983,Milk,,-1,0,4
BOT79,1984,True yeld,MAD85,-1,1,5
BOT79,1985,Milk,,-1,0,6
BOT79,1986,True yeld,MAD87,-1,1,7
BOT79,1987,Milk,,-1,0,8
BOT79,1988,True yeld,MAD89,-1,1,9
BOT79,1989,Milk,,-1,0,10
BOT79,1990,True yeld,MAD91,-1,1,11
BR274,1977,Naive,,-1,0,3
BR274,1978,Naive,QUA79,-1,1,4
BR274,1979,Winter yeld,,-1,0,5
BR274,1980,True yeld,QUA81,-1,1,6
BR274,1981,Winter yeld,,-1,0,7
BR274,1982,True yeld,QUA83,-1,1,8
BR274,1983,Summer yeld,QUA84,-1,1,9
BR274,1984,Summer yeld,QUA85,-1,1,10
BR274,1985,Summer yeld,QUA86,-1,1,11
BR274,1986,Summer yeld,QUA87,-1,1,12
BRA72,1975,Naive,BRC76,-1,1,3
BRA72,1976,Milk,,-1,0,4
BRA72,1977,True yeld,BRC78,-1,1,5
BRA72,1978,Milk,,-1,0,6
BRA72,1979,True yeld,BRC80,-1,1,7
BRA72,1980,Winter yeld,,-1,0,8
BRA72,1981,True yeld,BRC82,-1,1,9
BRA72,1982,Milk,,0,0,10
BRA77,1980,Milk,,-1,0,3
BRA77,1981,True yeld,LOG82,-1,1,4
BRA77,1982,Milk,,-1,0,5
BRA77,1983,True yeld,LOG84,-1,1,6
BRA77,1984,Summer yeld,LOG85,0,1,7
BRA77,1985,Summer yeld,LOG86,0,1,8
BRA77,1986,Summer yeld,LOG87,0,1,9
BRA79,1982,Milk,,-1,0,3
BRA79,1983,True yeld,TWI84,-1,1,4
BRA79,1984,Summer yeld,TWI85,-1,1,5
BRA79,1985,Milk,TWI86,-1,1,6
BRA79,1986,Milk,,-1,0,7
BRA79,1987,True yeld,TWI88,-1,1,8
BRA79,1988,Milk,,-1,0,9
BRA81,1984,Naive,BRI85,-1,1,3
BRA81,1985,Milk,,-1,0,4
BRA81,1986,True yeld,BRI87,-1,1,5
BRA81,1987,Milk,,-1,0,6
BRA81,1988,True yeld,BRI89,-1,1,7
BRE90,1993,Naive,,0,0,3
BRE90,1994,Naive,,0,0,4
BRE90,1995,Naive,,0,0,5
BRE91,1994,Naive,MUD95,-1,1,3
BRE91,1995,Milk,MUD96,-1,1,4
BRE91,1996,Milk,,-1,0,5
BRE91,1997,True yeld,MUD98,-1,1,6
BRE91,1998,Milk,MUD99,-1,1,7
BRE91,1999,Milk,MUD00,-1,1,8
BRE91,2000,Summer yeld,MUD01,-1,1,9
BRF79,1982,Naive,JUG83,-1,1,3
BRF79,1983,Summer yeld,JUG84,-1,1,4
BRF79,1984,Milk,JUG85,-1,1,5
BRF79,1985,Milk,,-1,0,6
BRF79,1986,True yeld,JUG87,-1,1,7
BRF79,1987,Milk,JUG88,-1,1,8
BRF79,1988,Winter yeld,,-1,0,9
BRF79,1989,True yeld,JUG90,-1,1,10
BRF79,1990,Milk,JUG91,-1,1,11
BRF79,1991,Milk,JUG92,-1,1,12
BRO66,1969,Naive,TAL70,0,1,3
BRO66,1970,Milk,TAL71,-1,1,4
BRO66,1971,Milk,TAL72,-1,1,5
BRO66,1972,Milk,TAL73,0,1,6
BRO66,1973,Milk,TAL74,-1,1,7
BRO66,1974,Summer yeld,TAL75,-1,1,8
BRO66,1975,Milk,TAL76,-1,1,9
BRO66,1976,Summer yeld,TAL77,-1,1,10
BRO66,1977,Milk,TAL78,-1,1,11
BRO66,1978,Summer yeld,,-1,0,12
BRO66,1979,True yeld,,-1,0,13
BRO70,1973,Naive,BR274,-1,1,3
BRO70,1974,Milk,,-1,0,4
BRO70,1975,True yeld,BR276,-1,1,5
BRO70,1976,Winter yeld,BR277,-1,1,6
BRO70,1977,Summer yeld,BR278,-1,1,7
BRO70,1978,Winter yeld,,-1,0,8
BRO70,1979,True yeld,BR280,-1,1,9
BRO70,1980,Summer yeld,BR281,-1,1,10
BROWH,1962,Naive,,0,0,3
BROWH,1963,Naive,,0,0,4
BROWH,1964,Naive,,0,0,5
BROWH,1965,Naive,BRO66,0,1,6
BROWH,1966,Milk,BUDDY,0,1,7
BROWH,1967,Milk,,0,0,8
BROWH,1968,True yeld,,0,0,9
BROWH,1969,True yeld,BRO70,0,1,10
BROWH,1970,Milk,BRO71,-1,1,11
BROWH,1971,Milk,BRO72,-1,1,12
BROWH,1972,Milk,,0,0,13
BRY10,2013,Naive,SOA14,-1,1,3
BRY10,2014,Summer yeld,SOA15,-1,1,4
BRY10,2015,Milk,SOA16,-1,1,5
BRY10,2016,Summer yeld,SOA17,-1,1,6
BRY10,2017,Winter yeld,,-1,0,7
BRY10,2018,True yeld,SOA19,-1,1,8
BRY10,2019,Milk,SOA20,-1,1,9
BRY10,2020,Milk,SOA21,-1,1,10
BRY10,2021,Winter yeld,SOA22,-1,1,11
BRY10,2022,Winter yeld,SOA23,-1,1,12
BST73,1976,Milk,,-1,0,3
BST73,1977,True yeld,CIN78,-1,1,4
BST73,1978,Milk,,-1,0,5
BST73,1979,True yeld,CIN80,-1,1,6
BST73,1980,Milk,,-1,0,7
BST73,1981,True yeld,CIN82,-1,1,8
BST73,1982,Winter yeld,,-1,0,9
BSY04,2007,Naive,,-1,0,3
BSY04,2008,Naive,LUN09,-1,1,4
BSY04,2009,Milk,LUN10,-1,1,5
BUC82,1985,Naive,DAN86,-1,1,3
BUC82,1986,Winter yeld,DAN87,-1,1,4
BUC82,1987,Summer yeld,,-1,0,5
BUC82,1988,True yeld,DAN89,-1,1,6
BUC82,1989,Milk,DAN90,-1,1,7
BUC82,1990,Milk,DAN91,-1,1,8
BUC82,1991,Winter yeld,DAN92,-1,1,9
BUC82,1992,Winter yeld,DAN93,-1,1,10
BUC82,1993,Summer yeld,DAN94,-1,1,11
BUC82,1994,Winter yeld,DAN95,-1,1,12
BUC82,1995,Milk,DAN96,-1,1,13
BUC82,1996,Winter yeld,DAN97,-1,1,14
BUC82,1997,Winter yeld,,-1,0,15
BUC82,1998,True yeld,DAN99,-1,1,16
BUL65,1968,Naive,,0,0,3
BUL65,1969,Naive,,0,0,4
BUL65,1970,Naive,,-1,0,5
BUL65,1971,Naive,NOB72,-1,1,6
BUL65,1972,Summer yeld,,0,0,7
BUL65,1973,True yeld,NOB74,-1,1,8
BUL65,1974,Summer yeld,NOB75,-1,1,9
BUL65,1975,Summer yeld,NOB76,-1,1,10
BUL65,1976,Milk,NOB77,-1,1,11
BUL65,1977,Summer yeld,NOB78,-1,1,12
BUL65,1978,Milk,NOB79,-1,1,13
BUL70,1973,Naive,FIR74,-1,1,3
BUL70,1974,Summer yeld,FIR75,-1,1,4
BUL70,1975,Milk,FIR76,-1,1,5
BUL70,1976,Summer yeld,FIR77,-1,1,6
BUL70,1977,Milk,FIR78,-1,1,7
BUL70,1978,Summer yeld,FIR79,-1,1,8
BUL70,1979,Winter yeld,,-1,0,9
BUL70,1980,True yeld,FIR81,-1,1,10
BUL70,1981,Winter yeld,,-1,0,11
BUL70,1982,True yeld,FIR83,-1,1,12
BUL71,1974,Winter yeld,KIL75,-1,1,3
BUL71,1975,Winter yeld,KIL76,-1,1,4
BUL71,1976,Milk,KIL77,-1,1,5
BUL71,1977,Milk,KIL78,-1,1,6
BUL71,1978,Milk,KIL79,-1,1,7
BUL71,1979,Milk,KIL80,-1,1,8
BUL71,1980,Winter yeld,KIL81,-1,1,9
BUL71,1981,Winter yeld,KIL82,-1,1,10
BUL71,1982,Milk,KIL83,-1,1,11
BUL71,1983,Winter yeld,KIL84,-1,1,12
BUL71,1984,Winter yeld,KIL85,-1,1,13
BUL73,1976,Naive,BUC77,-1,1,3
BUL73,1977,Milk,,-1,0,4
BUL73,1978,True yeld,BUC79,-1,1,5
BUL73,1979,Milk,,-1,0,6
BUL73,1980,True yeld,BUC81,-1,1,7
BUL73,1981,Summer yeld,BUC82,-1,1,8
BUL73,1982,Milk,BUC83,-1,1,9
BUL73,1983,Winter yeld,BUC84,-1,1,10
BUL73,1984,Winter yeld,BUC85,-1,1,11
BUL73,1985,Summer yeld,BUC86,-1,1,12
BUL73,1986,Milk,BUC87,-1,1,13
BUL73,1987,Milk,BUC88,-1,1,14
BUL73,1988,Summer yeld,BUC89,0,1,15
BULGY,1964,Naive,BUL65,0,1,3
BULGY,1965,Milk,,0,0,4
BULGY,1966,True yeld,,0,0,5
BULGY,1967,True yeld,,0,0,6
BULGY,1968,True yeld,POLLU,0,1,7
BULGY,1969,Milk,BUL70,0,1,8
BULGY,1970,Milk,BUL71,-1,1,9
BULGY,1971,Milk,BUL72,-1,1,10
BULGY,1972,Milk,BUL73,0,1,11
BULGY,1973,Milk,BUL74,-1,1,12
BULGY,1974,Summer yeld,BUL75,-1,1,13
BUM06,2009,Naive,WAS10,-1,1,3
BUM06,2010,Milk,,-1,0,4
BUM06,2011,True yeld,WAS12,0,1,5
BURNE,1977,Naive,,0,0,3
BURNE,1978,Naive,,0,0,4
BURNE,1979,Naive,BUR80,0,1,5
BUS92,1995,Naive,CEE96,-1,1,3
BUS92,1996,Milk,CEE97,-1,1,4
BUS92,1997,Milk,CEE98,-1,1,5
BUS92,1998,Summer yeld,CEE99,-1,1,6
BUS92,1999,Winter yeld,CEE00,0,1,7
BUS92,2000,Milk,CEE01,-1,1,8
BUT02,2005,Naive,VNS06,-1,1,3
BUT02,2006,Milk,VNS07,-1,1,4
BUT02,2007,Winter yeld,,-1,0,5
BUT02,2008,True yeld,VNS09,-1,1,6
BUT02,2009,Milk,,-1,0,7
BUT02,2010,True yeld,VNS11,-1,1,8
BUT02,2011,Milk,,-1,0,9
BUT02,2012,True yeld,VNS13,-1,1,10
BUT02,2013,Milk,,-1,0,11
BUT02,2014,True yeld,VNS15,-1,1,12
BUT02,2015,Summer yeld,VNS16,-1,1,13
BUT02,2016,Milk,,-1,0,14
BUT06,2009,Naive,MYF10,-1,1,3
BUT06,2010,Summer yeld,MYF11,-1,1,4
BUT96,1999,Winter yeld,FRT00,-1,1,3
BUT96,2000,Milk,,-1,0,4
BUT96,2001,True yeld,FRT02,-1,1,5
BUT96,2002,Milk,FRT03,-1,1,6
BUT96,2003,Milk,,-1,0,7
BUT96,2004,True yeld,FRT05,-1,1,8
BUT96,2005,Milk,FRT06,-1,1,9
BUT96,2006,Milk,FRT07,-1,1,10
BUT96,2007,Milk,FRT08,-1,1,11
BUT98,2001,Naive,,-1,0,3
BUT98,2002,Naive,,-1,0,4
BUT98,2003,Naive,RNG04,-1,1,5
CAF89,1992,Winter yeld,,-1,0,3
CAF89,1993,True yeld,QUN94,-1,1,4
CAF89,1994,Milk,,-1,0,5
CAF89,1995,True yeld,QUN96,-1,1,6
CAF89,1996,Summer yeld,QUN97,-1,1,7
CAF89,1997,Milk,QUN98,-1,1,8
CAF89,1998,Milk,QUN99,-1,1,9
CAF89,1999,Summer yeld,QUN00,-1,1,10
CAF89,2000,Milk,,-1,0,11
CAF93,1996,Naive,OVA97,-1,1,3
CAF93,1997,Milk,OVA98,-1,1,4
CAF93,1998,Milk,,-1,0,5
CAF93,1999,True yeld,OVA00,-1,1,6
CAF93,2000,Milk,,-1,0,7
CAF93,2001,True yeld,OVA02,-1,1,8
CAF98,2001,Naive,LTE02,-1,1,3
CAF98,2002,Milk,,-1,0,4
CAILL,1961,Naive,,0,0,3
CAILL,1962,Naive,,0,0,4
CAILL,1963,Naive,,0,0,5
CAILL,1964,Naive,,0,0,6
CAILL,1965,Naive,,0,0,7
CAILL,1966,Naive,,0,0,8
CAILL,1967,Naive,,0,0,9
CAILL,1968,Naive,CAI69,0,1,10
CAILL,1969,Winter yeld,CAI70,0,1,11
CAILL,1970,Milk,CAI71,-1,1,12
CAILL,1971,Milk,CAI72,-1,1,13
CAILL,1972,Milk,CAI73,0,1,14
CAILL,1973,Summer yeld,CAI74,-1,1,15
CAILL,1974,Milk,,-1,0,16
CAILL,1975,True yeld,,-1,0,17
CAILL,1976,True yeld,CAI77,-1,1,18
CAL82,1985,Naive,PAP86,-1,1,3
CAL82,1986,Summer yeld,PAP87,-1,1,4
CAL82,1987,Milk,PAP88,-1,1,5
CAL82,1988,Winter yeld,,-1,0,6
CAL82,1989,True yeld,PAP90,-1,1,7
CAL82,1990,Milk,PAP91,-1,1,8
CAL82,1991,Milk,,-1,0,9
CAL82,1992,True yeld,,-1,0,10
CAL82,1993,True yeld,PAP94,-1,1,11
CAL84,1987,Naive,SAM88,-1,1,3
CAL84,1988,Winter yeld,,-1,0,4
CAL84,1989,True yeld,SAM90,-1,1,5
CAL84,1990,Winter yeld,SAM91,-1,1,6
CAL84,1991,Winter yeld,SAM92,-1,1,7
CAL84,1992,Winter yeld,,-1,0,8
CAL84,1993,True yeld,SAM94,-1,1,9
CAL84,1994,Milk,SAM95,-1,1,10
CAL84,1995,Milk,,-1,0,11
CAL84,1996,True yeld,SAM97,-1,1,12
CAL84,1997,Milk,SAM98,-1,1,13
CAL84,1998,Milk,SAM99,-1,1,14
CAN80,1983,Naive,EOL84,-1,1,3
CAN80,1984,Milk,,-1,0,4
CAN80,1985,True yeld,EOL86,-1,1,5
CAN80,1986,Milk,,-1,0,6
CAN80,1987,True yeld,EOL88,-1,1,7
CAN80,1988,Summer yeld,EOL89,-1,1,8
CAN80,1989,Milk,,-1,0,9
CAN80,1990,True yeld,EOL91,-1,1,10
CAN82,1985,Naive,,-1,0,3
CAN82,1986,Naive,TOU87,-1,1,4
CAN82,1987,Milk,,-1,0,5
CAN82,1988,True yeld,,-1,0,6
CAN82,1989,True yeld,TOU90,-1,1,7
CAN82,1990,Summer yeld,TOU91,-1,1,8
CAN83,1986,Naive,,-1,0,3
CAN83,1987,Naive,AUR88,-1,1,4
CAN87,1990,Naive,TLW91,-1,1,3
CAN87,1991,Milk,,-1,0,4
CAN87,1992,True yeld,TLW93,-1,1,5
CAP84,1987,Naive,WOD88,-1,1,3
CAP84,1988,Winter yeld,,-1,0,4
CAP84,1989,True yeld,WOD90,-1,1,5
CAP84,1990,Milk,WOD91,-1,1,6
CAP84,1991,Winter yeld,WOD92,-1,1,7
CAP84,1992,Winter yeld,,-1,0,8
CAP84,1993,True yeld,WOD94,-1,1,9
CAP84,1994,Milk,WOD95,-1,1,10
CAP84,1995,Milk,WOD96,-1,1,11
CAP84,1996,Milk,,-1,0,12
CAP84,1997,True yeld,WOD98,-1,1,13
CASTL,1996,Naive,CST97,-1,1,3
CBS09,2012,Naive,,-1,0,3
CBS09,2013,Naive,BCA14,-1,1,4
CBS09,2014,Summer yeld,BCA15,-1,1,5
CBS09,2015,Summer yeld,BCA16,-1,1,6
CBS09,2016,Milk,BCA17,-1,1,7
CBS09,2017,Winter yeld,,-1,0,8
CBS09,2018,True yeld,BCA19,-1,1,9
CBS09,2019,Milk,BCA20,-1,1,10
CBS09,2020,Milk,BCA21,-1,1,11
CBS09,2021,Milk,,-1,0,12
CBS09,2022,True yeld,BCA23,-1,1,13
CBS13,2016,Naive,SPT17,-1,1,3
CBS13,2017,Summer yeld,SPT18,-1,1,4
CBS13,2018,Milk,,-1,0,5
CBS13,2019,True yeld,SPT20,-1,1,6
CBS13,2020,Milk,SPT21,-1,1,7
CBS13,2021,Summer yeld,SPT22,0,1,8
CBS15,2018,Naive,BLI19,-1,1,3
CBS15,2019,Winter yeld,BLI20,-1,1,4
CBS15,2020,Milk,BLI21,-1,1,5
CBS15,2021,Milk,,-1,0,6
CBS15,2022,True yeld,BLI23,-1,1,7
CCH14,2017,Naive,NAU18,-1,1,3
CCH14,2018,Milk,,-1,0,4
CCH14,2019,True yeld,NAU20,-1,1,5
CCH14,2020,Milk,NAU21,-1,1,6
CCH14,2021,Milk,,-1,0,7
CCH14,2022,True yeld,NAU23,-1,1,8
CCK07,2010,Naive,CBH11,-1,1,3
CCK07,2011,Milk,,-1,0,4
CCK07,2012,True yeld,CBH13,-1,1,5
CCK07,2013,Milk,,-1,0,6
CCK07,2014,True yeld,CBH15,-1,1,7
CCK07,2015,Milk,CBH16,-1,1,8
CCK07,2016,Milk,,-1,0,9
CCK07,2017,True yeld,CBH18,-1,1,10
CCO87,1990,Naive,CLT91,-1,1,3
CCO87,1991,Summer yeld,,-1,0,4
CCO87,1992,True yeld,CLT93,-1,1,5
CCO87,1993,Winter yeld,CLT94,-1,1,6
CCO87,1994,Winter yeld,CLT95,-1,1,7
CCO87,1995,Milk,CLT96,-1,1,8
CCO87,1996,Milk,CLT97,-1,1,9
CCO87,1997,Milk,CLT98,-1,1,10
CCO87,1998,Winter yeld,,-1,0,11
CCO87,1999,True yeld,CLT00,-1,1,12
CDN12,2015,Naive,SVG16,-1,1,3
CDN12,2016,Summer yeld,SVG17,-1,1,4
CDN12,2017,Milk,,-1,0,5
CDN12,2018,True yeld,,-1,0,6
CDN12,2019,True yeld,SVG20,-1,1,7
CDN12,2020,Milk,,-1,0,8
CDN12,2021,True yeld,SVG22,-1,1,9
CDN12,2022,Milk,SVG23,-1,1,10
CED00,2003,Naive,LCH04,-1,1,3
CED00,2004,Milk,,-1,0,4
CED00,2005,True yeld,LCH06,-1,1,5
CED00,2006,Milk,,-1,0,6
CED00,2007,True yeld,LCH08,-1,1,7
CED00,2008,Milk,,-1,0,8
CED00,2009,True yeld,LCH10,-1,1,9
CED00,2010,Milk,,-1,0,10
CED00,2011,True yeld,LCH12,-1,1,11
CED00,2012,Milk,,-1,0,12
CED02,2005,Naive,MAP06,-1,1,3
CED02,2006,Summer yeld,MAP07,-1,1,4
CED02,2007,Milk,MAP08,-1,1,5
CED02,2008,Milk,,-1,0,6
CED04,2007,Milk,,-1,0,3
CED04,2008,True yeld,GKG09,-1,1,4
CED04,2009,Milk,GKG10,-1,1,5
CED99,2002,Naive,DEO03,-1,1,3
CED99,2003,Milk,,-1,0,4
CED99,2004,True yeld,DEO05,-1,1,5
CED99,2005,Milk,,-1,0,6
CED99,2006,True yeld,DEO07,-1,1,7
CED99,2007,Milk,DEO08,0,1,8
CES17,2020,Milk,BOE21,-1,1,3
CES17,2021,Milk,BOE22,-1,1,4
CES17,2022,Summer yeld,BOE23,-1,1,5
CET12,2015,Naive,CCT16,0,1,3
CET12,2016,Milk,,0,0,4
CET19,2022,Naive,,-1,0,3
CFI94,1997,Milk,,-1,0,3
CFI94,1998,True yeld,BIE99,-1,1,4
CFI94,1999,Winter yeld,BIE00,-1,1,5
CFI94,2000,Winter yeld,BIE01,-1,1,6
CFI94,2001,Milk,BIE02,-1,1,7
CFI94,2002,Milk,BIE03,-1,1,8
CFI94,2003,Winter yeld,BIE04,-1,1,9
CFI94,2004,Winter yeld,,-1,0,10
CFI94,2005,True yeld,BIE06,-1,1,11
CFI94,2006,Milk,,-1,0,12
CFI94,2007,True yeld,BIE08,-1,1,13
CFU82,1985,Naive,CFI86,-1,1,3
CFU82,1986,Summer yeld,,-1,0,4
CFU82,1987,True yeld,CFI88,-1,1,5
CFU82,1988,Winter yeld,CFI89,-1,1,6
CFU82,1989,Winter yeld,,-1,0,7
CFU82,1990,True yeld,CFI91,-1,1,8
CFU82,1991,Winter yeld,CFI92,-1,1,9
CFU82,1992,Summer yeld,,-1,0,10
CFU82,1993,True yeld,CFI94,-1,1,11
CGH00,2003,Naive,HOO04,-1,1,3
CGH00,2004,Summer yeld,HOO05,-1,1,4
CGH00,2005,Milk,,-1,0,5
CGH00,2006,True yeld,HOO07,-1,1,6
CGH00,2007,Milk,HOO08,-1,1,7
CGH00,2008,Winter yeld,,-1,0,8
CGH00,2009,True yeld,HOO10,0,1,9
CGH94,1997,Naive,WHZ98,-1,1,3
CGH94,1998,Winter yeld,,-1,0,4
CGH94,1999,True yeld,WHZ00,-1,1,5
CGH94,2000,Milk,,-1,0,6
CGH94,2001,True yeld,WHZ02,-1,1,7
CGH94,2002,Milk,WHZ03,-1,1,8
CGH94,2003,Milk,,-1,0,9
CGH94,2004,True yeld,WHZ05,-1,1,10
CGH94,2005,Milk,,-1,0,11
CGH94,2006,True yeld,WHZ07,-1,1,12
CGH94,2007,Winter yeld,,-1,0,13
CGH94,2008,True yeld,,-1,0,14
CGH94,2009,True yeld,WHZ10,-1,1,15
CGH95,1998,Naive,,-1,0,3
CGH95,1999,Naive,JAY00,-1,1,4
CGH95,2000,Winter yeld,JAY01,-1,1,5
CGH95,2001,Winter yeld,,-1,0,6
CGH95,2002,True yeld,JAY03,-1,1,7
CGH95,2003,Milk,,-1,0,8
CGH95,2004,True yeld,JAY05,-1,1,9
CGH95,2005,Milk,,-1,0,10
CGH95,2006,True yeld,,-1,0,11
CGH95,2007,True yeld,JAY08,-1,1,12
CHD05,2008,Naive,EDA09,-1,1,3
CHD05,2009,Winter yeld,EDA10,-1,1,4
CHD05,2010,Winter yeld,,-1,0,5
CHD05,2011,True yeld,,-1,0,6
CHD05,2012,True yeld,EDA13,-1,1,7
CHD05,2013,Summer yeld,EDA14,-1,1,8
CHD05,2014,Milk,EDA15,-1,1,9
CHD05,2015,Milk,EDA16,-1,1,10
CHD10,2013,Milk,,-1,0,3
CHD10,2014,True yeld,GGZ15,-1,1,4
CHD10,2015,Milk,GGZ16,-1,1,5
CHD10,2016,Winter yeld,GGZ17,-1,1,6
CHD10,2017,Winter yeld,,-1,0,7
CHD10,2018,True yeld,GGZ19,-1,1,8
CHD10,2019,Milk,GGZ20,-1,1,9
CHD10,2020,Milk,GGZ21,-1,1,10
CHD10,2021,Winter yeld,GGZ22,-1,1,11
CHD10,2022,Milk,GGZ23,-1,1,12
CHE73,1976,Naive,FAG77,-1,1,3
CHE73,1977,Winter yeld,,-1,0,4
CHE73,1978,True yeld,FAG79,-1,1,5
CHE73,1979,Milk,,-1,0,6
CHE73,1980,True yeld,FAG81,-1,1,7
CHE80,1983,Naive,ILE84,-1,1,3
CHE80,1984,Milk,,-1,0,4
CHE80,1985,True yeld,ILE86,-1,1,5
CHE80,1986,Milk,ILE87,-1,1,6
CHE80,1987,Milk,,-1,0,7
CHE80,1988,True yeld,ILE89,-1,1,8
CHE80,1989,Winter yeld,ILE90,-1,1,9
CHE80,1990,Milk,,-1,0,10
CHE80,1991,True yeld,ILE92,-1,1,11
CHF01,2004,Winter yeld,,-1,0,3
CHF01,2005,True yeld,SSK06,-1,1,4
CHF01,2006,Milk,,-1,0,5
CHF01,2007,True yeld,SSK08,-1,1,6
CHF07,2010,Naive,LIN11,-1,1,3
CHI89,1992,Milk,,-1,0,3
CHI89,1993,True yeld,CRS94,0,1,4
CHI89,1994,Summer yeld,CRS95,0,1,5
CHK07,2010,Naive,,-1,0,3
CHK07,2011,Naive,CHY12,-1,1,4
CHK07,2012,Milk,,-1,0,5
CHK07,2013,True yeld,CHY14,-1,1,6
CHK07,2014,Milk,,-1,0,7
CHK07,2015,True yeld,CHY16,-1,1,8
CHK12,2015,Summer yeld,JEP16,0,1,3
CHK12,2016,Milk,JEP17,-1,1,4
CHM13,2016,Naive,MOE17,-1,1,3
CHM13,2017,Winter yeld,,-1,0,4
CHM13,2018,True yeld,,-1,0,5
CHM13,2019,True yeld,,-1,0,6
CHM13,2020,True yeld,MOE21,-1,1,7
CHM13,2021,Milk,,0,0,8
CHM17,2020,Naive,BOL21,-1,1,3
CHM17,2021,Winter yeld,,-1,0,4
CHM17,2022,True yeld,BOL23,-1,1,5
CHN03,2006,Naive,MNM07,-1,1,3
CHN03,2007,Milk,,-1,0,4
CHN03,2008,True yeld,MNM09,-1,1,5
CHN03,2009,Summer yeld,,-1,0,6
CHN03,2010,True yeld,MNM11,-1,1,7
CHN03,2011,Summer yeld,MNM12,-1,1,8
CHN03,2012,Milk,MNM13,-1,1,9
CHN03,2013,Summer yeld,MNM14,-1,1,10
CHN03,2014,Milk,MNM15,-1,1,11
CHN03,2015,Milk,MNM16,-1,1,12
CHN03,2016,Milk,MNM17,-1,1,13
CHN06,2009,Naive,BMA10,-1,1,3
CHN06,2010,Summer yeld,BMA11,-1,1,4
CHN06,2011,Milk,BMA12,-1,1,5
CHN06,2012,Milk,BMA13,-1,1,6
CHN06,2013,Milk,,-1,0,7
CHN06,2014,True yeld,BMA15,-1,1,8
CHN06,2015,Milk,BMA16,-1,1,9
CHN06,2016,Milk,BMA17,-1,1,10
CHN06,2017,Milk,,-1,0,11
CHN06,2018,True yeld,BMA19,-1,1,12
CHO73,1976,Naive,Sep-77,-1,1,3
CHO73,1977,Milk,Sep-78,-1,1,4
CHO73,1978,Milk,,-1,0,5
CHO73,1979,True yeld,Sep-80,-1,1,6
CHO73,1980,Milk,,-1,0,7
CHO73,1981,True yeld,Sep-82,-1,1,8
CHO73,1982,Summer yeld,Sep-83,-1,1,9
CHO73,1983,Milk,Sep-84,-1,1,10
CHO73,1984,Milk,,-1,0,11
CHO73,1985,True yeld,Sep-86,-1,1,12
CHO73,1986,Milk,Sep-87,-1,1,13
CHO75,1978,Naive,MOC79,-1,1,3
CHO75,1979,Milk,MOC80,-1,1,4
CHO75,1980,Milk,,-1,0,5
