Female,DeerYear,ReprodStatus,Calf,SeenInRut,Fecundity,Age
ADZ84,1987,Naive,,-1,0,3
ADZ84,1988,Naive,KID89,-1,1,4
ADZ84,1989,Winter yeld,KID90,-1,1,5
ADZ84,1990,Winter yeld,,-1,0,6
ADZ84,1991,True yeld,KID92,-1,1,7
ADZ84,1992,Milk,,-1,0,8
ADZ84,1993,True yeld,,-1,0,9
ADZ84,1994,True yeld,,0,0,10
AGA84,1987,Naive,,-1,0,3
AGA84,1988,Naive,,-1,0,4
AGA84,1989,Naive,,0,0,5
AGA84,1990,Naive,ION91,-1,1,6
ALB93,1996,Summer yeld,TAA97,-1,1,3
ALB93,1997,Summer yeld,TAA98,-1,1,4
ALB94,1997,Naive,MRN98,-1,1,3
ALB94,1998,Milk,MRN99,-1,1,4
ALB94,1999,Winter yeld,,-1,0,5
ALB94,2000,True yeld,MRN01,-1,1,6
ALD01,2004,Winter yeld,KRB05,-1,1,3
ALD03,2006,Naive,RHU07,0,1,3
ALD91,1994,Naive,ZAN95,-1,1,3
ALD91,1995,Summer yeld,ZAN96,-1,1,4
ALD91,1996,Milk,,-1,0,5
ALD91,1997,True yeld,ZAN98,-1,1,6
ALD91,1998,Milk,ZAN99,-1,1,7
ALD91,1999,Winter yeld,,-1,0,8
ALD94,1997,Milk,,-1,0,3
ALD94,1998,True yeld,,-1,0,4
ALD94,1999,True yeld,ETN00,-1,1,5
ALD94,2000,Milk,ETN01,-1,1,6
ALD94,2001,Milk,,-1,0,7
ALD94,2002,True yeld,ETN03,-1,1,8
ALD94,2003,Milk,ETN04,-1,1,9
ALD98,2001,Naive,ARD02,-1,1,3
ALD98,2002,Milk,,-1,0,4
ALD98,2003,True yeld,ARD04,-1,1,5
ALL13,2016,Naive,AUK17,-1,1,3
ALL13,2017,Winter yeld,,-1,0,4
ALL13,2018,True yeld,,-1,0,5
ALL13,2019,True yeld,AUK20,-1,1,6
ALL13,2020,Milk,,-1,0,7
ALL13,2021,True yeld,AUK22,-1,1,8
ALL13,2022,Milk,AUK23,-1,1,9
ALL19,2022,Naive,MRR23,-1,1,3
ALM80,1983,Naive,SLT84,0,1,3
ALM80,1984,Milk,,0,0,4
ALM80,1985,True yeld,SLT86,0,1,5
ALM80,1986,Milk,SLT87,-1,1,6
ALM80,1987,Milk,,0,0,7
ALM80,1988,True yeld,,0,0,8
ALM82,1985,Naive,AMA86,0,1,3
ALM82,1986,Milk,,0,0,4
ALM82,1987,True yeld,AMA88,0,1,5
ALM82,1988,Milk,,0,0,6
ALM84,1987,Naive,PIS88,0,1,3
ALM84,1988,Winter yeld,,0,0,4
AME15,2018,Naive,,-1,0,3
AME15,2019,Naive,VIL20,-1,1,4
AME15,2020,Milk,,-1,0,5
AME15,2021,True yeld,VIL22,-1,1,6
AME15,2022,Summer yeld,VIL23,-1,1,7
ANK89,1992,Naive,CSK93,-1,1,3
ANK89,1993,Milk,CSK94,-1,1,4
ANK89,1994,Summer yeld,CSK95,-1,1,5
ANK89,1995,Milk,CSK96,-1,1,6
ANK89,1996,Milk,CSK97,-1,1,7
ANK89,1997,Milk,CSK98,-1,1,8
ANK89,1998,Milk,CSK99,-1,1,9
ANK89,1999,Milk,,-1,0,10
ANK89,2000,True yeld,CSK01,-1,1,11
ANK89,2001,Winter yeld,,-1,0,12
ANK89,2002,True yeld,CSK03,0,1,13
ANK90,1993,Naive,,-1,0,3
ANK90,1994,Naive,FLG95,-1,1,4
ANK90,1995,Summer yeld,FLG96,-1,1,5
ANK90,1996,Summer yeld,FLG97,-1,1,6
ANK90,1997,Milk,FLG98,-1,1,7
ANK90,1998,Milk,,-1,0,8
ANK90,1999,True yeld,FLG00,-1,1,9
ANK90,2000,Milk,,-1,0,10
ANK90,2001,True yeld,,-1,0,11
ANK91,1994,Naive,COO95,-1,1,3
ANK91,1995,Summer yeld,COO96,-1,1,4
ANK91,1996,Winter yeld,COO97,-1,1,5
ANK91,1997,Milk,COO98,-1,1,6
ANM02,2005,Naive,,-1,0,3
ANM02,2006,Naive,ORA07,-1,1,4
ANM02,2007,Winter yeld,,-1,0,5
ANM02,2008,True yeld,ORA09,-1,1,6
ANM02,2009,Milk,,-1,0,7
ANM02,2010,True yeld,ORA11,-1,1,8
ANM02,2011,Summer yeld,ORA12,-1,1,9
ANM02,2012,Winter yeld,ORA13,-1,1,10
ANM02,2013,Summer yeld,ORA14,-1,1,11
ANM06,2009,Naive,,-1,0,3
ANM06,2010,Naive,URC11,-1,1,4
ANM06,2011,Winter yeld,,-1,0,5
ANM06,2012,True yeld,URC13,-1,1,6
ANM06,2013,Milk,,-1,0,7
ANM06,2014,True yeld,URC15,-1,1,8
ANM06,2015,Milk,URC16,-1,1,9
ANM06,2016,Winter yeld,,-1,0,10
ANM06,2017,True yeld,URC18,-1,1,11
ANT97,2000,Naive,MAV01,0,1,3
APA08,2011,Naive,,-1,0,3
APA08,2012,Naive,,-1,0,4
APA08,2013,Naive,MOH14,-1,1,5
APA08,2014,Summer yeld,,-1,0,6
APA08,2015,True yeld,,-1,0,7
APA08,2016,True yeld,,-1,0,8
APA10,2013,Naive,COM14,-1,1,3
APA10,2014,Milk,,-1,0,4
APA10,2015,True yeld,COM16,-1,1,5
APA10,2016,Milk,COM17,-1,1,6
APA10,2017,Summer yeld,COM18,-1,1,7
APA10,2018,Milk,COM19,-1,1,8
APA10,2019,Milk,COM20,-1,1,9
APA10,2020,Milk,COM21,-1,1,10
APA10,2021,Milk,COM22,-1,1,11
APA10,2022,Summer yeld,COM23,-1,1,12
APH91,1994,Milk,VEN95,-1,1,3
APH91,1995,Winter yeld,VEN96,-1,1,4
APH93,1996,Milk,,-1,0,3
APH93,1997,True yeld,DIA98,0,1,4
APH95,1998,Milk,,0,0,3
APO15,2018,Naive,PAW19,0,1,3
APO15,2019,Milk,,-1,0,4
APO15,2020,True yeld,PAW21,0,1,5
APO15,2021,Milk,PAW22,0,1,6
Apr-73,1976,Naive,,-1,0,3
Apr-73,1977,Naive,DAM78,-1,1,4
Apr-73,1978,Milk,,-1,0,5
Apr-73,1979,True yeld,DAM80,-1,1,6
Apr-73,1980,Milk,,-1,0,7
Apr-73,1981,True yeld,DAM82,-1,1,8
Apr-73,1982,Winter yeld,,0,0,9
Apr-73,1983,True yeld,DAM84,0,1,10
Apr-74,1977,Naive,VIC78,-1,1,3
Apr-74,1978,Milk,,-1,0,4
Apr-74,1979,True yeld,VIC80,-1,1,5
Apr-74,1980,Milk,,-1,0,6
Apr-75,1978,Naive,,0,0,3
Apr-75,1979,Naive,ALM80,-1,1,4
Apr-75,1980,Milk,,-1,0,5
Apr-75,1981,True yeld,ALM82,-1,1,6
Apr-75,1982,Milk,,-1,0,7
Apr-75,1983,True yeld,ALM84,0,1,8
Apr-75,1984,Milk,,0,0,9
Apr-75,1985,True yeld,ALM86,0,1,10
Apr-75,1986,Milk,,0,0,11
Apr-75,1987,True yeld,ALM88,0,1,12
Apr-76,1979,Naive,JAM80,-1,1,3
Apr-76,1980,Milk,,0,0,4
APRIC,1970,Naive,,0,0,3
APRIC,1971,Naive,,0,0,4
APRIC,1972,Naive,Apr-73,0,1,5
APRIC,1973,Milk,Apr-74,0,1,6
APRIC,1974,Milk,Apr-75,-1,1,7
APRIC,1975,Milk,Apr-76,0,1,8
APRIC,1976,Milk,,0,0,9
APRIC,1977,True yeld,Apr-78,0,1,10
APRIC,1978,Winter yeld,Apr-79,0,1,11
APRIC,1979,Milk,,-1,0,12
APRIC,1980,True yeld,Apr-81,-1,1,13
AQU91,1994,Naive,MGN95,0,1,3
AQU91,1995,Summer yeld,MGN96,0,1,4
ARA09,2012,Naive,LIA13,-1,1,3
ARA09,2013,Summer yeld,LIA14,-1,1,4
ARA09,2014,Milk,,-1,0,5
ARA09,2015,True yeld,LIA16,-1,1,6
ARA09,2016,Winter yeld,,-1,0,7
ARA09,2017,True yeld,LIA18,-1,1,8
ARA09,2018,Winter yeld,,-1,0,9
ARA09,2019,True yeld,LIA20,-1,1,10
ARA09,2020,Milk,LIA21,-1,1,11
ARA09,2021,Winter yeld,,-1,0,12
ARA09,2022,True yeld,LIA23,-1,1,13
ARA11,2014,Naive,ELA15,-1,1,3
ARA11,2015,Milk,,-1,0,4
ARA11,2016,True yeld,ELA17,-1,1,5
ARA15,2018,Naive,,-1,0,3
ARA15,2019,Naive,FAT20,0,1,4
ARE14,2017,Naive,NIA18,-1,1,3
ARE14,2018,Summer yeld,NIA19,-1,1,4
ARE14,2019,Milk,NIA20,-1,1,5
ARE14,2020,Milk,,-1,0,6
ARE14,2021,True yeld,NIA22,-1,1,7
ARE14,2022,Winter yeld,NIA23,-1,1,8
ARI96,1999,Summer yeld,ART00,-1,1,3
ARI96,2000,Milk,,-1,0,4
ARI99,2002,Milk,,-1,0,3
ASB13,2016,Naive,,-1,0,3
ASP78,1981,Naive,,-1,0,3
ASP78,1982,Naive,,-1,0,4
ASP78,1983,Naive,,-1,0,5
ASP78,1984,Naive,APN85,-1,1,6
ASP78,1985,Summer yeld,,-1,0,7
ASP78,1986,True yeld,APN87,-1,1,8
ASP78,1987,Milk,,-1,0,9
ASP78,1988,True yeld,APN89,-1,1,10
AST90,1993,Naive,CEL94,-1,1,3
AST90,1994,Winter yeld,CEL95,-1,1,4
AST90,1995,Milk,,-1,0,5
AST90,1996,True yeld,CEL97,-1,1,6
AST90,1997,Milk,,-1,0,7
AST90,1998,True yeld,CEL99,-1,1,8
AST90,1999,Winter yeld,,-1,0,9
AST90,2000,True yeld,CEL01,-1,1,10
ATH87,1990,Naive,ARI91,-1,1,3
ATH87,1991,Milk,,-1,0,4
ATH87,1992,True yeld,ARI93,-1,1,5
ATH87,1993,Milk,ARI94,-1,1,6
ATH87,1994,Winter yeld,,-1,0,7
ATH87,1995,True yeld,ARI96,-1,1,8
ATH87,1996,Milk,ARI97,-1,1,9
ATH87,1997,Milk,,-1,0,10
ATH87,1998,True yeld,ARI99,-1,1,11
ATH87,1999,Milk,,-1,0,12
ATH87,2000,True yeld,ARI01,-1,1,13
ATH87,2001,Milk,,-1,0,14
ATH89,1992,Naive,PRS93,-1,1,3
ATH89,1993,Milk,,-1,0,4
ATH89,1994,True yeld,PRS95,-1,1,5
ATH89,1995,Milk,,-1,0,6
ATH89,1996,True yeld,PRS97,-1,1,7
ATH89,1997,Milk,PRS98,-1,1,8
ATH89,1998,Milk,PRS99,-1,1,9
AVO89,1992,Naive,STI93,-1,1,3
AVO89,1993,Summer yeld,STI94,-1,1,4
AVO89,1994,Milk,STI95,-1,1,5
AVO89,1995,Milk,STI96,-1,1,6
AVO89,1996,Milk,,-1,0,7
AVO89,1997,True yeld,STI98,-1,1,8
AVO89,1998,Milk,STI99,-1,1,9
AVO89,1999,Milk,,-1,0,10
AVO89,2000,True yeld,,-1,0,11
AVO89,2001,True yeld,STI02,-1,1,12
AVO89,2002,Milk,,-1,0,13
AVO89,2003,True yeld,,0,0,14
AVO90,1993,Naive,GOD94,-1,1,3
AVO90,1994,Milk,GOD95,-1,1,4
AVO90,1995,Milk,GOD96,-1,1,5
AVO90,1996,Milk,GOD97,-1,1,6
AVO90,1997,Milk,GOD98,-1,1,7
AVO90,1998,Winter yeld,GOD99,-1,1,8
AVO90,1999,Winter yeld,GOD00,-1,1,9
AVO90,2000,Winter yeld,,-1,0,10
AVO90,2001,True yeld,GOD02,-1,1,11
AVO90,2002,Summer yeld,GOD03,-1,1,12
AYE09,2012,Naive,IRI13,-1,1,3
AYE09,2013,Milk,,-1,0,4
AYE09,2014,True yeld,IRI15,-1,1,5
AYE09,2015,Milk,IRI16,-1,1,6
AYE09,2016,Milk,,-1,0,7
AYE09,2017,True yeld,IRI18,-1,1,8
AYE09,2018,Milk,,-1,0,9
AYE09,2019,True yeld,IRI20,-1,1,10
AYE09,2020,Milk,,-1,0,11
AYE09,2021,True yeld,IRI22,-1,1,12
AYE09,2022,Milk,IRI23,-1,1,13
AYE10,2013,Naive,,-1,0,3
AYE10,2014,Naive,KOH15,-1,1,4
AYE10,2015,Milk,KOH16,-1,1,5
AYE10,2016,Milk,,-1,0,6
AYE10,2017,True yeld,KOH18,-1,1,7
AYE10,2018,Milk,,-1,0,8
AYE10,2019,True yeld,KOH20,-1,1,9
AYE10,2020,Milk,,-1,0,10
AYE10,2021,True yeld,KOH22,-1,1,11
AYE10,2022,Milk,,-1,0,12
AYE12,2015,Naive,LEM16,-1,1,3
AYE12,2016,Milk,,-1,0,4
AYE12,2017,True yeld,LEM18,-1,1,5
AYE12,2018,Milk,,-1,0,6
AYE12,2019,True yeld,LEM20,-1,1,7
AYE12,2020,Milk,LEM21,-1,1,8
AYE12,2021,Milk,,-1,0,9
AYE12,2022,True yeld,LEM23,-1,1,10
AYE13,2016,Naive,OUI17,-1,1,3
AYE13,2017,Winter yeld,,-1,0,4
AYE13,2018,True yeld,,-1,0,5
AYE13,2019,True yeld,,-1,0,6
AYE13,2020,True yeld,OUI21,-1,1,7
AYE13,2021,Milk,,-1,0,8
AYE13,2022,True yeld,,-1,0,9
AZU05,2008,Naive,CYA09,-1,1,3
AZU05,2009,Summer yeld,CYA10,-1,1,4
AZU05,2010,Summer yeld,CYA11,-1,1,5
AZU05,2011,Milk,CYA12,-1,1,6
AZU07,2010,Winter yeld,LAZ11,-1,1,3
AZU08,2011,Naive,CBT12,-1,1,3
AZU08,2012,Summer yeld,CBT13,-1,1,4
BAC98,2001,Naive,ANM02,-1,1,3
BAC98,2002,Milk,ANM03,-1,1,4
BAC98,2003,Milk,ANM04,-1,1,5
BAC98,2004,Milk,,-1,0,6
BAC98,2005,True yeld,ANM06,-1,1,7
BAC98,2006,Milk,ANM07,0,1,8
BAL17,2020,Milk,ZIT21,-1,1,3
BAL17,2021,Milk,,-1,0,4
BAR79,1982,Naive,WHS83,-1,1,3
BAR79,1983,Winter yeld,WHS84,-1,1,4
BAR79,1984,Milk,WHS85,-1,1,5
BAR79,1985,Winter yeld,,-1,0,6
BAR79,1986,True yeld,WHS87,-1,1,7
BAR79,1987,Milk,WHS88,-1,1,8
BAR79,1988,Winter yeld,,-1,0,9
BAR79,1989,True yeld,WHS90,-1,1,10
BAR79,1990,Milk,WHS91,-1,1,11
BAR80,1983,Naive,PEN84,-1,1,3
BAR80,1984,Milk,PEN85,-1,1,4
BAR80,1985,Winter yeld,PEN86,-1,1,5
BAR80,1986,Milk,PEN87,-1,1,6
BAR80,1987,Milk,PEN88,-1,1,7
BAR80,1988,Winter yeld,PEN89,-1,1,8
BAR80,1989,Milk,PEN90,-1,1,9
BAR80,1990,Milk,PEN91,-1,1,10
BAR80,1991,Winter yeld,PEN92,-1,1,11
BAR83,1986,Naive,OAT87,-1,1,3
BAR83,1987,Milk,,-1,0,4
BAR83,1988,True yeld,OAT89,-1,1,5
BAR83,1989,Milk,OAT90,-1,1,6
BAR83,1990,Milk,,-1,0,7
BAR83,1991,True yeld,OAT92,-1,1,8
BAR83,1992,Winter yeld,,-1,0,9
BAR83,1993,True yeld,OAT94,-1,1,10
BAR83,1994,Milk,OAT95,0,1,11
BAR84,1987,Naive,MEA88,-1,1,3
BAR84,1988,Winter yeld,MEA89,-1,1,4
BAR84,1989,Winter yeld,MEA90,-1,1,5
BAR84,1990,Winter yeld,MEA91,-1,1,6
BAR84,1991,Winter yeld,MEA92,-1,1,7
BAR84,1992,Winter yeld,,-1,0,8
BAR84,1993,True yeld,MEA94,-1,1,9
BCL84,1987,Naive,,-1,0,3
BCL84,1988,Naive,,-1,0,4
BCL84,1989,Naive,TOG90,-1,1,5
BCL84,1990,Winter yeld,TOG91,-1,1,6
BCL84,1991,Winter yeld,TOG92,-1,1,7
BCL87,1990,Naive,,-1,0,3
BCL87,1991,Naive,SHA92,-1,1,4
BCL93,1996,Milk,,-1,0,3
BCL93,1997,True yeld,BUT98,-1,1,4
BCL93,1998,Milk,BUT99,-1,1,5
BCL93,1999,Winter yeld,BUT00,-1,1,6
BCL93,2000,Winter yeld,BUT01,-1,1,7
BCL93,2001,Winter yeld,BUT02,-1,1,8
BCL93,2002,Milk,BUT03,-1,1,9
BCL93,2003,Milk,BUT04,-1,1,10
BCL93,2004,Winter yeld,BUT05,-1,1,11
BCL93,2005,Winter yeld,BUT06,-1,1,12
BCL93,2006,Milk,BUT07,-1,1,13
BCL95,1998,Naive,,-1,0,3
BCL95,1999,Naive,LAC00,-1,1,4
BCL95,2000,Milk,,-1,0,5
BCL95,2001,True yeld,LAC02,-1,1,6
BCL95,2002,Milk,,-1,0,7
BCL95,2003,True yeld,LAC04,-1,1,8
BCL96,1999,Naive,RIB00,-1,1,3
BCL96,2000,Winter yeld,,-1,0,4
BCL96,2001,True yeld,RIB02,-1,1,5
BCL96,2002,Milk,RIB03,-1,1,6
BCL96,2003,Milk,,-1,0,7
BCL96,2004,True yeld,RIB05,-1,1,8
BCL96,2005,Milk,,-1,0,9
BCL96,2006,True yeld,RIB07,-1,1,10
BEA00,2003,Naive,CNK04,-1,1,3
BEA00,2004,Milk,,-1,0,4
BEA00,2005,True yeld,CNK06,-1,1,5
BEA00,2006,Milk,,-1,0,6
BEA00,2007,True yeld,CNK08,-1,1,7
BEA00,2008,Milk,CNK09,-1,1,8
BEA00,2009,Summer yeld,,-1,0,9
BEA00,2010,True yeld,CNK11,-1,1,10
BEA00,2011,Milk,CNK12,-1,1,11
BEA00,2012,Milk,,-1,0,12
BEA00,2013,True yeld,CNK14,-1,1,13
BEA00,2014,Milk,,-1,0,14
BEA00,2015,True yeld,CNK16,0,1,15
BEA05,2008,Naive,,0,0,3
BEA05,2009,Naive,FLT10,-1,1,4
BEA05,2010,Summer yeld,,0,0,5
BEA05,2011,True yeld,FLT12,-1,1,6
BEA05,2012,Milk,,-1,0,7
BED15,2018,Naive,MAA19,-1,1,3
BED15,2019,Summer yeld,MAA20,-1,1,4
BED15,2020,Milk,MAA21,-1,1,5
BED15,2021,Milk,,-1,0,6
BED15,2022,True yeld,MAA23,-1,1,7
BED17,2020,Naive,SIN21,-1,1,3
BED17,2021,Summer yeld,SIN22,-1,1,4
BEE93,1996,Naive,MLN97,-1,1,3
BEE93,1997,Milk,MLN98,-1,1,4
BEE93,1998,Winter yeld,,-1,0,5
BEE93,1999,True yeld,MLN00,-1,1,6
BEE93,2000,Milk,,-1,0,7
BEE93,2001,True yeld,MLN02,-1,1,8
BEE93,2002,Milk,,-1,0,9
BEE93,2003,True yeld,MLN04,-1,1,10
BEE93,2004,Winter yeld,,-1,0,11
BEE93,2005,True yeld,,-1,0,12
BEE93,2006,True yeld,MLN07,-1,1,13
BEE93,2007,Milk,,-1,0,14
BEE93,2008,True yeld,MLN09,-1,1,15
BEE93,2009,Summer yeld,MLN10,-1,1,16
BEE93,2010,Summer yeld,,-1,0,17
BEE93,2011,True yeld,,-1,0,18
BEE93,2012,True yeld,,-1,0,19
BEE93,2013,True yeld,,-1,0,20
BEE93,2014,True yeld,,-1,0,21
BEE93,2015,True yeld,,-1,0,22
BEE93,2016,True yeld,,-1,0,23
BEE93,2017,True yeld,,-1,0,24
BEE94,1997,Naive,HEB98,-1,1,3
BEE94,1998,Milk,,-1,0,4
BEE94,1999,True yeld,HEB00,-1,1,5
BET73,1976,Naive,Jun-77,-1,1,3
BET73,1977,Milk,Jun-78,-1,1,4
BET73,1978,Milk,,-1,0,5
BET73,1979,True yeld,Jun-80,-1,1,6
BET73,1980,Summer yeld,Jun-81,-1,1,7
BET73,1981,Milk,Jun-82,-1,1,8
BET73,1982,Winter yeld,,-1,0,9
BET73,1983,True yeld,Jun-84,-1,1,10
BET73,1984,Summer yeld,Jun-85,-1,1,11
BIE01,2004,Naive,CHD05,-1,1,3
BIE01,2005,Milk,CHD06,-1,1,4
BIE01,2006,Winter yeld,CHD07,-1,1,5
BIE01,2007,Summer yeld,CHD08,-1,1,6
BIE01,2008,Milk,,-1,0,7
BIE01,2009,True yeld,CHD10,-1,1,8
BIE01,2010,Milk,CHD11,-1,1,9
BIE01,2011,Summer yeld,,-1,0,10
BIE01,2012,True yeld,CHD13,0,1,11
BIE97,2000,Naive,MOZ01,-1,1,3
BIE97,2001,Summer yeld,MOZ02,-1,1,4
BIE97,2002,Milk,MOZ03,-1,1,5
BIE97,2003,Milk,,-1,0,6
BIE97,2004,True yeld,MOZ05,-1,1,7
BIE97,2005,Milk,,-1,0,8
BIE97,2006,True yeld,MOZ07,-1,1,9
BIE97,2007,Winter yeld,,-1,0,10
BIE97,2008,True yeld,MOZ09,-1,1,11
BIE97,2009,Winter yeld,,0,0,12
BIG76,1979,Naive,CRA80,-1,1,3
BIG76,1980,Summer yeld,CRA81,-1,1,4
BIG76,1981,Milk,CRA82,-1,1,5
BIG76,1982,Milk,CRA83,-1,1,6
BIG76,1983,Winter yeld,CRA84,-1,1,7
BIG76,1984,Milk,CRA85,-1,1,8
BIG76,1985,Winter yeld,CRA86,-1,1,9
BIG76,1986,Milk,CRA87,-1,1,10
BIG76,1987,Winter yeld,,0,0,11
BIGHE,1971,Naive,BIG72,-1,1,3
BIGHE,1972,Winter yeld,BIG73,0,1,4
BIGHE,1973,Summer yeld,BIG74,-1,1,5
BIGHE,1974,Milk,BIG75,-1,1,6
BIGHE,1975,Winter yeld,BIG76,-1,1,7
BIGHE,1976,Milk,,-1,0,8
BIGHE,1977,True yeld,BIG78,-1,1,9
BIGHE,1978,Winter yeld,,-1,0,10
BIGHE,1979,True yeld,BIG80,-1,1,11
BIL84,1987,Naive,,-1,0,3
BIL84,1988,Naive,FRO89,-1,1,4
BIL84,1989,Summer yeld,FRO90,-1,1,5
BIL84,1990,Winter yeld,FRO91,-1,1,6
BIL84,1991,Summer yeld,FRO92,-1,1,7
BIL84,1992,Summer yeld,FRO93,-1,1,8
BIL84,1993,Milk,FRO94,-1,1,9
BIL84,1994,Summer yeld,FRO95,-1,1,10
BIL84,1995,Milk,FRO96,-1,1,11
BIL84,1996,Milk,,-1,0,12
BIL84,1997,True yeld,FRO98,-1,1,13
BIL84,1998,Winter yeld,,-1,0,14
BIT01,2004,Milk,,-1,0,3
BIT01,2005,True yeld,BOM06,-1,1,4
BIT01,2006,Milk,BOM07,-1,1,5
BIT01,2007,Milk,BOM08,-1,1,6
BLC83,1986,Naive,,-1,0,3
BLC83,1987,Naive,,-1,0,4
BLC83,1988,Naive,CHP89,-1,1,5
BLC83,1989,Summer yeld,CHP90,-1,1,6
BLC83,1990,Milk,CHP91,-1,1,7
BLC83,1991,Summer yeld,CHP92,-1,1,8
BLC83,1992,Winter yeld,,-1,0,9
BLC83,1993,True yeld,CHP94,-1,1,10
BLC83,1994,Milk,,-1,0,11
BLC83,1995,True yeld,,-1,0,12
BLF95,1998,Naive,,-1,0,3
BLF95,1999,Naive,,0,0,4
BLF95,2000,Naive,TUFTY,0,1,5
BLF95,2001,Milk,,0,0,6
BLF95,2002,True yeld,,0,0,7
BLF95,2003,True yeld,BLF04,0,1,8
BLF95,2004,Summer yeld,,0,0,9
BLO72,1975,Naive,BLC76,-1,1,3
BLO72,1976,Summer yeld,BLC77,-1,1,4
BLO72,1977,Milk,,-1,0,5
BLO72,1978,True yeld,BLC79,-1,1,6
BLO72,1979,Summer yeld,BLC80,-1,1,7
BLO72,1980,Winter yeld,BLC81,-1,1,8
BLO72,1981,Milk,BLC82,-1,1,9
BLO72,1982,Summer yeld,BLC83,-1,1,10
BLO72,1983,Milk,BLC84,-1,1,11
BLO72,1984,Summer yeld,BLC85,-1,1,12
BLO72,1985,Winter yeld,,-1,0,13
BLO72,1986,True yeld,BLC87,-1,1,14
BLO72,1987,Winter yeld,BLC88,-1,1,15
BLO72,1988,Summer yeld,BLC89,-1,1,16
BLO75,1978,Naive,KIW79,-1,1,3
BLO75,1979,Milk,,-1,0,4
BLO75,1980,True yeld,KIW81,-1,1,5
BLO75,1981,Winter yeld,,-1,0,6
BLO75,1982,True yeld,,-1,0,7
BLO75,1983,True yeld,KIW84,-1,1,8
BLO75,1984,Milk,KIW85,-1,1,9
BLO75,1985,Milk,,-1,0,10
BLO75,1986,True yeld,KIW87,-1,1,11
BLO75,1987,Milk,,-1,0,12
BLO75,1988,True yeld,KIW89,-1,1,13
BLO75,1989,Milk,,-1,0,14
BLO75,1990,True yeld,KIW91,-1,1,15
BLO75,1991,Winter yeld,KIW92,-1,1,16
BLO80,1983,Naive,SCI84,-1,1,3
BLO80,1984,Summer yeld,SCI85,-1,1,4
BLO80,1985,Winter yeld,,-1,0,5
BLO80,1986,True yeld,SCI87,-1,1,6
BLOSS,1970,Summer yeld,,-1,0,3
BLOSS,1971,True yeld,BLO72,-1,1,4
BLOSS,1972,Milk,BLO73,0,1,5
BLOSS,1973,Milk,BLO74,-1,1,6
BLOSS,1974,Winter yeld,BLO75,-1,1,7
BLOSS,1975,Milk,,-1,0,8
BLOSS,1976,True yeld,BLO77,-1,1,9
BLOSS,1977,Milk,BLO78,-1,1,10
BLOSS,1978,Milk,,-1,0,11
BLOSS,1979,True yeld,BLO80,-1,1,12
BLOSS,1980,Milk,,-1,0,13
BLOSS,1981,True yeld,BLO82,-1,1,14
BLOSS,1982,Winter yeld,,-1,0,15
BLOSS,1983,True yeld,,-1,0,16
BLOSS,1984,True yeld,BLO85,-1,1,17
BLT68,1971,Milk,,-1,0,3
BLT68,1972,True yeld,BET73,0,1,4
BLT68,1973,Milk,BET74,-1,1,5
BLT68,1974,Summer yeld,BET75,-1,1,6
BLT68,1975,Milk,BET76,-1,1,7
BLT68,1976,Milk,,-1,0,8
BLT68,1977,True yeld,BET78,-1,1,9
BLT68,1978,Milk,,-1,0,10
BLT68,1979,True yeld,BET80,-1,1,11
BLT69,1972,Milk,CHE73,0,1,3
BLT69,1973,Milk,CHE74,-1,1,4
BLT69,1974,Winter yeld,CHE75,-1,1,5
BLT69,1975,Milk,CHE76,-1,1,6
BLT69,1976,Milk,CHE77,-1,1,7
BLT69,1977,Milk,CHE78,-1,1,8
BLT69,1978,Summer yeld,,-1,0,9
BLT69,1979,True yeld,CHE80,-1,1,10
BLT69,1980,Milk,CHE81,-1,1,11
BLT69,1981,Winter yeld,CHE82,-1,1,12
BLT69,1982,Milk,,-1,0,13
BLT69,1983,True yeld,CHE84,-1,1,14
BLT73,1976,Naive,DAR77,-1,1,3
BLT73,1977,Milk,,-1,0,4
BLT73,1978,True yeld,DAR79,-1,1,5
BLT73,1979,Milk,,-1,0,6
BLT73,1980,True yeld,,-1,0,7
BLT73,1981,True yeld,DAR82,-1,1,8
BLT75,1978,Winter yeld,,-1,0,3
BLT75,1979,True yeld,HIC80,-1,1,4
BLT75,1980,Milk,HIC81,-1,1,5
BLT75,1981,Winter yeld,HIC82,-1,1,6
BLT75,1982,Winter yeld,HIC83,-1,1,7
BLT75,1983,Winter yeld,HIC84,-1,1,8
BLT75,1984,Milk,HIC85,-1,1,9
BLT75,1985,Winter yeld,,-1,0,10
BLT75,1986,True yeld,,-1,0,11
BLT75,1987,True yeld,HIC88,-1,1,12
BLT75,1988,Milk,HIC89,-1,1,13
BLT75,1989,Milk,HIC90,-1,1,14
BLT75,1990,Winter yeld,HIC91,-1,1,15
BLT75,1991,Summer yeld,HIC92,-1,1,16
BLTLE,1964,Naive,,0,0,3
BLTLE,1965,Naive,,0,0,4
BLTLE,1966,Naive,,0,0,5
BLTLE,1967,Naive,BLT68,0,1,6
BLTLE,1968,Milk,BLT69,0,1,7
BLTLE,1969,Milk,,0,0,8
BLTLE,1970,True yeld,BLT71,-1,1,9
BLTLE,1971,Milk,BLT72,-1,1,10
BLTLE,1972,Milk,BLT73,0,1,11
BLTLE,1973,Milk,,-1,0,12
BLTLE,1974,True yeld,BLT75,-1,1,13
BLTLE,1975,Milk,BLT76,-1,1,14
BLTLE,1976,Milk,,-1,0,15
